FSC.H	SSC.H	FL1.H	FL2.H	FL3.H	FL4.H	Y
293	90	69.5357132	484.3928528	655.359375	586.1049194	1
164	66	490.2857056	0	614.7836304	0	5
408	138	591.6428833	124.9285736	668.8846436	206.102829	5
157	65	486.75	110.7857132	628.3088989	0	5
215	211	259.2857056	351.2142944	189.353363	363.9003296	1
556	199	261.6428528	271.0714417	177.0576935	231.8656921	4
233	111	606.9642944	96.64286041	756.1838989	227.5718842	5
74	97	0	218.0357208	210.256012	290.9055481	3
59	15	0	69.5357132	4.918269157	255.4816437	3
120	228	276.9642944	292.2857056	157.384613	290.9055481	4
244	91	78.9642868	116.6785736	207.796875	458.3641052	2
158	351	142.6071472	315.8571472	137.7115326	212.5435486	5
327	98	95.4642868	2.357142925	90.9879837	290.9055481	3
258	124	165	114.3214264	245.9134674	152.4302216	5
148	118	0	168.5357208	150.0072174	363.9003296	3
309	127	100.1785736	639.9642944	596.3401489	633.336853	1
185	101	2.357142925	582.2142944	623.390625	681.6422119	1
334	111	609.3214111	0	694.7055054	284.4648438	5
122	59	58.92856979	543.3214111	612.3245239	621.5288696	1
467	201	119.0357132	192.1071472	161.0733185	124.520462	5
151	148	0	55.3928566	75.0036087	162.0912933	3
67	37	0	0	0	0	3
350	240	299.3571472	315.8571472	199.1899109	268.3630676	4
366	74	530.3571167	167.3571472	500.4338989	165.3116455	5
78	126	35.3571434	43.6071434	54.10095978	155.6505737	3
98	246	318.2142944	294.6428528	297.5552979	322.035675	4
208	105	182.6785736	400.7142944	619.7019043	708.4785156	1
264	163	114.3214264	0	167.2211609	154.5771179	5
64	45	51.8571434	0	13.52523994	179.2665253	3
195	71	0	0	12.29567337	266.216156	3
152	96	96.64286041	0	120.4975967	259.7754517	3
376	93	0	163.8214264	0	333.8436584	3
354	94	81.32142639	157.9285736	178.287262	125.5939102	5
388	100	88.39286041	788.4642944	597.5697021	778.2528687	1
203	94	583.3928833	242.7857208	714.3786011	52.59915924	5
109	25	60.1071434	96.64286041	61.47836685	240.4533081	3
72	133	51.8571434	0	110.6610565	167.4585571	3
96	46	123.75	10.60714245	8.606970787	234.0125885	3
140	99	84.85713959	219.2142792	163.5324554	91.24343872	5
235	313	268.7142944	360.6428528	317.228363	368.1941223	4
254	145	110.7857132	280.5	141.400238	270.5099792	2
66	32	0	110.7857132	68.8557663	98.75760651	3
386	80	107.25	634.0714111	561.9122314	688.0828857	1
401	101	23.5714283	0	72.54447174	583.9580078	2
99	71	0	154.3928528	82.38101196	0	3
131	16	0	187.3928528	49.18269348	222.2046204	3
157	111	148.5	207.4285736	150.0072174	319.8887634	2
107	170	120.2142868	0	223.78125	216.8373566	5
219	103	86.0357132	598.7142944	614.7836304	688.0828857	1
140	60	0	9.428571701	49.18269348	177.1196289	3
209	121	157.9285736	119.0357132	265.5865479	463.7313843	2
97	36	70.7142868	0	49.18269348	258.7019958	3
82	93	261.6428528	266.3571472	429.118988	346.7250671	2
470	115	647.0357056	106.0714264	623.390625	186.7806854	5
379	131	134.3571472	609.3214111	494.2860718	816.8971558	1
128	54	0	0	169.6802826	328.4763794	3
176	34	0	180.3214264	223.78125	135.2549896	3
244	125	143.7857208	192.1071472	109.431488	294.1259155	2
179	115	115.5	192.1071472	118.0384598	231.8656921	3
229	152	165	271.0714417	148.7776489	389.6631775	2
240	100	543.3214111	165	682.4098511	170.6789093	5
109	115	126.1071396	0	0	193.221405	3
241	152	135.5357208	233.3571472	137.7115326	269.4365234	2
136	99	28.2857151	60.1071434	164.7620239	251.1878204	3
96	223	305.25	360.6428528	266.8161011	345.6516113	1
158	60	159.1071472	0	122.9567337	266.216156	3
275	167	0	157.9285736	105.7427902	8.587617874	5
61	121	0	0	0	202.8824768	3
284	83	93.10713959	0	120.4975967	192.1479492	3
82	60	47.1428566	2.357142925	0	215.7639008	3
70	60	18.8571434	35.3571434	13.52523994	265.1427002	3
394	97	627	219.2142792	711.9194946	44.01154327	5
69	43	0	177.9642792	127.875	166.3851013	3
167	78	31.8214283	156.75	77.46273804	0	3
176	77	43.6071434	515.0357056	587.7331543	676.2749023	1
313	76	103.7142868	83.67857361	0	105.1983185	3
92	60	0	29.4642849	184.4350891	222.2046204	3
467	156	110.7857132	109.6071396	237.306488	300.5666199	2
309	163	2.357142925	75.42857361	68.8557663	398.2507935	2
483	102	0	12.96428585	44.26442337	297.346283	3
219	133	71.89286041	54.2142868	151.2367859	256.5550842	3
127	305	149.6785736	14.14285755	150.0072174	185.7072449	5
271	127	562.1785889	121.3928604	775.8569946	157.7974854	5
200	96	177.9642792	182.6785736	125.415863	279.0975952	2
215	61	0	44.7857132	45.49399185	229.7187805	3
391	110	127.2857132	189.75	0	328.4763794	2
275	149	101.3571396	704.7857056	707.0012207	756.7838135	1
235	117	141.4285736	113.1428604	113.1201935	223.2780762	5
376	91	581.0357056	11.78571415	670.1141968	218.9842529	5
249	116	41.25	34.17856979	147.5480804	276.9506836	3
413	128	664.7142944	142.6071472	580.3557739	232.9391327	5
70	212	0	43.6071434	0	261.9223633	3
66	74	0	0	178.287262	173.8992615	3
209	310	367.7142944	417.2142944	243.4543304	434.7481689	1
139	216	271.0714417	317.0357056	252.0612946	337.0639954	4
174	99	81.32142639	200.3571472	34.42788315	377.8551941	3
364	120	99	122.5714264	105.7427902	208.2497406	5
330	70	439.6071472	8.25	529.9434814	203.9559326	5
290	110	185.0357208	210.9642792	162.302887	319.8887634	2
373	113	107.25	747.2142944	613.5540771	786.8405151	1
81	58	24.75	0	1.229567289	271.5834351	3
348	118	97.82142639	609.3214111	576.6670532	658.0262451	1
335	57	166.1785736	627	571.7487793	664.4669189	1
318	132	198	443.1428528	677.4915771	660.1731567	1
204	99	0	235.7142792	201.6490326	253.3347321	3
186	115	160.2857208	227.4642792	158.6141815	201.809021	5
265	229	0	20.0357151	159.84375	172.8258057	5
297	83	93.10713959	47.1428566	158.6141815	324.1825867	3
179	146	69.5357132	459.6428528	522.5661011	705.2581177	1
393	200	423.1071472	563.3571167	611.0949707	621.5288696	1
100	74	17.6785717	129.6428528	0	0	3
263	65	500.8928528	0	670.1141968	0	5
126	91	470.25	58.92856979	598.7992554	111.6390381	5
191	88	458.4642944	116.6785736	606.1766968	287.6852112	5
543	135	617.5714111	89.57142639	645.5228271	126.667366	5
399	112	583.3928833	123.75	660.2776489	255.4816437	5
154	52	63.6428566	0	252.0612946	222.2046204	3
130	324	80.14286041	68.35713959	72.54447174	0	5
205	154	78.9642868	0	174.5985565	0	5
385	102	575.1428833	51.8571434	700.8533936	291.9790039	5
169	86	536.25	24.75	549.6165771	118.0797501	5
155	57	536.25	139.0714264	687.328125	319.8887634	5
321	123	101.3571396	614.0357056	682.4098511	697.7439575	1
242	324	373.6071472	396	341.8197021	444.4092407	1
74	35	12.96428585	167.3571472	35.65745163	285.5382996	3
128	70	25.9285717	45.9642868	99.59495544	308.0808105	3
67	78	0	14.14285755	19.67307663	91.24343872	3
376	295	267.5357056	261.6428528	163.5324554	295.1993713	4
609	293	373.6071472	417.2142944	371.3293152	357.4595947	1
286	62	0	0	0	191.0745087	3
219	106	165	550.3928833	634.4567261	693.4501343	1
70	138	57.75	144.9642792	169.6802826	328.4763794	3
229	89	14.14285755	146.1428528	746.3473511	331.6967468	2
276	160	0	127.2857132	89.75841522	262.9957886	2
423	76	630.5357056	61.2857132	697.1646729	105.1983185	5
93	163	80.14286041	219.2142792	0	322.035675	2
93	29	40.07143021	132	65.16706848	291.9790039	3
551	172	96.64286041	233.3571472	238.5360565	208.2497406	4
198	97	570.4285889	7.071428776	661.5072021	256.5550842	5
225	73	51.8571434	0	147.5480804	208.2497406	3
126	98	84.85713959	0	183.2055359	334.9171143	3
66	33	0	45.9642868	41.80529022	188.927597	3
247	112	113.1428604	127.2857132	255.75	346.7250671	2
206	103	121.3928604	22.3928566	177.0576935	69.7743988	3
87	86	96.64286041	0	54.10095978	460.5110168	3
217	225	282.8571472	328.8214417	239.765625	384.2958984	1
308	38	4.714285851	88.39286041	84.8401413	302.7135315	3
420	80	68.35713959	149.6785736	0	303.7869873	3
243	122	108.4285736	198	151.2367859	483.0535278	2
235	148	74.25	166.1785736	114.349762	268.3630676	2
175	108	71.89286041	446.6785583	600.0288696	652.6589966	1
205	190	288.75	297	138.9411011	291.9790039	4
176	92	561	69.5357132	775.8569946	279.0975952	5
514	125	634.0714111	156.75	710.6898804	244.7471161	5
213	121	37.7142868	30.6428566	229.9290924	194.2948608	3
126	99	106.0714264	183.8571472	71.31490326	276.9506836	3
462	118	78.9642868	160.2857208	0	242.6002045	2
131	64	0	0	0	296.2728271	3
68	76	0	157.9285736	0	208.2497406	3
236	136	1.178571463	172.0714264	111.890625	283.3913879	3
71	47	0	0	19.67307663	191.0745087	3
282	147	115.5	60.1071434	152.4663391	299.4931946	2
188	98	73.07142639	200.3571472	62.70793152	283.3913879	3
165	89	123.75	195.6428528	165.9915924	231.8656921	3
62	13	0	0	4.918269157	0	3
285	234	0	227.4642792	189.353363	322.035675	4
119	34	0	77.7857132	0	157.7974854	3
89	140	193.2857208	291.1071472	92.21754456	282.3179321	2
72	133	0	0	18.44351006	308.0808105	3
407	95	150.8571472	97.82142639	119.2680283	11.80797482	5
105	99	38.8928566	0	0	88.02308655	3
226	139	94.2857132	95.4642868	120.4975967	320.9622192	2
278	275	330	344.1428528	158.6141815	256.5550842	4
106	95	8.25	76.60713959	108.2019196	92.31689453	3
301	140	113.1428604	175.6071472	194.271637	299.4931946	2
334	72	41.25	516.2142944	547.1574707	591.472168	1
133	243	0	0	82.38101196	44.01154327	5
236	298	291.1071472	373.6071472	757.4134521	392.8835144	1
475	235	117.8571396	129.6428528	200.4194641	190.0010529	5
267	143	83.67857361	582.2142944	671.34375	683.7890625	1
277	140	58.92856979	179.1428528	102.0540848	311.3011475	2
241	167	168.5357208	251.0357208	240.9951935	0	5
165	112	175.6071472	221.5714264	222.5516815	224.3515167	2
343	81	618.75	0	608.6358032	286.6117554	5
257	211	47.1428566	144.9642792	57.78966522	250.1143799	2
217	93	55.3928566	181.5	147.5480804	106.2717743	3
91	202	0	168.5357208	122.9567337	326.3294983	2
120	105	0	99	113.1201935	266.216156	3
208	88	610.5	0	689.7872314	139.5487976	5
141	81	167.3571472	3.535714388	71.31490326	66.554039	3
199	128	99	153.2142792	172.1394196	133.108078	5
258	156	23.5714283	54.2142868	0	193.221405	3
227	193	234.5357208	218.0357208	217.6334076	210.396637	5
293	150	40.07143021	236.8928528	169.6802826	363.9003296	2
486	140	642.3214111	111.9642868	609.8653564	246.8940125	5
317	67	520.9285889	93.10713959	575.4375	0	5
121	56	466.7142944	36.5357132	622.1610718	164.2381897	5
378	96	49.5	200.3571472	291.4074402	205.0293884	2
67	38	51.8571434	0	0	99.83106232	3
409	98	614.0357056	186.2142792	643.0637207	196.4417572	5
261	247	188.5714264	264	263.1274109	223.2780762	4
96	98	0	122.5714264	0	297.346283	3
450	109	573.9642944	261.6428528	700.8533936	210.396637	5
250	107	242.7857208	232.1785736	205.337738	295.1993713	2
155	247	0	51.8571434	106.9723587	10.73452282	5
223	121	2.357142925	23.5714283	87.29927826	184.6337891	3
479	81	95.4642868	622.2857056	505.3521729	709.5519409	1
60	77	188.5714264	192.1071472	216.4038391	153.5036774	5
250	144	82.5	519.75	595.1105957	656.9527588	1
223	111	185.0357208	0	105.7427902	197.515213	5
353	179	132	187.3928528	92.21754456	264.0692444	2
70	48	0	0	0	0	3
157	89	566.8928833	93.10713959	756.1838989	0	5
61	30	0	120.2142868	0	0	3
182	98	516.2142944	144.9642792	692.2463989	186.7806854	5
219	245	222.75	220.3928528	237.306488	255.4816437	4
66	11	0	0	132.7932739	181.4134369	3
67	32	227.4642792	75.42857361	0	206.102829	3
172	97	0	390.1071472	539.7800293	579.6642456	1
289	53	496.1785583	0	537.3209229	18.24868774	5
245	111	87.2142868	0	55.33052826	252.2612762	3
224	207	238.0714264	340.6071472	242.224762	282.3179321	4
95	56	0	167.3571472	79.921875	129.8877258	3
169	86	28.2857151	124.9285736	191.8125	31.13011551	3
188	156	61.2857132	608.1428833	659.0480957	662.3200684	1
258	111	2.357142925	119.0357132	181.9759674	228.6453247	3
182	167	109.6071396	195.6428528	0	153.5036774	5
97	433	0	113.1428604	181.9759674	243.6736603	5
65	137	0	0	164.7620239	0	3
80	44	0	90.75	0	199.6621246	3
60	18	0	45.9642868	71.31490326	145.989502	3
315	68	0	82.5	0	245.8205719	3
71	68	0	76.60713959	29.50961494	210.396637	3
139	33	47.1428566	61.2857132	0	206.102829	3
378	105	68.35713959	0	111.890625	345.6516113	3
90	63	41.25	183.8571472	111.890625	259.7754517	3
67	66	12.96428585	119.0357132	116.8088913	270.5099792	3
77	108	0	0	19.67307663	249.0409241	3
60	37	0	109.6071396	130.334137	198.5886688	3
238	165	573.9642944	210.9642792	777.0865479	294.1259155	4
162	42	73.07142639	0	55.33052826	190.0010529	3
119	48	0	106.0714264	0	252.2612762	3
189	88	40.07143021	30.6428566	0	217.9108124	3
325	159	0	116.6785736	199.1899109	397.1773376	2
207	109	582.2142944	249.8571472	740.1995239	256.5550842	5
288	119	121.3928604	616.3928833	617.2427979	676.2749023	1
333	93	61.2857132	0	126.6454315	178.1930695	3
74	71	0	142.6071472	0	45.08499527	3
323	161	108.4285736	199.1785736	65.16706848	349.9454346	2
67	68	123.75	0	104.5132217	319.8887634	3
320	102	140.25	0	253.290863	224.3515167	5
103	50	60.1071434	130.8214264	157.384613	258.7019958	3
235	82	136.7142792	44.7857132	250.8317261	245.8205719	3
282	101	172.0714264	0	94.67668152	340.2843628	3
242	141	133.1785736	128.4642792	9.836538315	323.1091309	2
235	225	268.7142944	206.25	236.0769196	339.210907	4
395	79	37.7142868	78.9642868	0	59.03987503	3
194	132	0	0	57.78966522	166.3851013	3
243	145	16.5	573.9642944	759.8726196	757.8572998	1
127	30	126.1071396	0	141.400238	0	3
277	139	139.0714264	590.4642944	387.3136902	766.4448853	1
178	101	36.5357132	157.9285736	109.431488	99.83106232	3
328	86	0	504.4285583	601.2584229	646.2182617	1
85	115	288.75	298.1785583	290.177887	369.2675781	2
503	105	622.2857056	87.2142868	631.9976196	82.65582275	5
126	171	196.8214264	238.0714264	201.6490326	242.6002045	2
269	190	77.7857132	157.9285736	25.82091331	287.6852112	2
411	93	56.57143021	207.4285736	0	291.9790039	2
244	135	176.7857208	232.1785736	220.0925446	217.9108124	2
78	91	0	0	0	190.0010529	3
95	54	0	0	0	193.221405	3
140	286	300.5357056	341.7857056	268.0456848	400.3977051	4
111	168	21.2142849	45.9642868	131.5637054	0	3
170	65	532.7142944	17.6785717	645.5228271	222.2046204	5
94	203	0	0	156.1550446	215.7639008	3
277	243	327.6428528	430.1785583	175.828125	397.1773376	1
316	166	119.0357132	30.6428566	0	187.8541412	5
247	132	198	266.3571472	67.62620544	274.803772	2
241	140	3.535714388	208.6071472	157.384613	282.3179321	2
212	188	272.25	227.4642792	196.7307739	200.7355652	5
332	65	51.8571434	132	108.2019196	268.3630676	3
175	75	113.1428604	141.4285736	158.6141815	289.8321228	3
314	134	157.9285736	89.57142639	152.4663391	243.6736603	2
211	92	149.6785736	165	0	220.0577087	3
220	212	82.5	0	46.72355652	108.4186783	5
323	168	0	93.10713959	0	89.09653473	3
324	122	117.8571396	117.8571396	237.306488	186.7806854	5
264	80	29.4642849	68.35713959	122.9567337	136.3284302	3
216	146	103.7142868	96.64286041	250.8317261	310.2276917	2
310	145	9.428571701	212.1428528	209.0264435	223.2780762	2
373	116	57.75	33	143.859375	485.2004089	2
105	53	0	57.75	0	121.3001022	3
244	117	31.8214283	130.8214264	0	119.1531982	3
1023	837	629.3571167	647.0357056	782.0048218	685.9359741	1
111	75	0	73.07142639	151.2367859	0	3
257	51	70.7142868	127.2857132	0	296.2728271	3
61	270	0	150.8571472	73.77404022	162.0912933	5
234	116	608.1428833	276.9642944	777.0865479	326.3294983	1
263	122	87.2142868	530.3571167	707.0012207	669.8342285	1
408	94	69.5357132	713.0357056	539.7800293	752.4900513	1
90	52	115.5	0	3.688701868	198.5886688	3
66	55	0	0	77.46273804	221.1311646	3
375	80	0	95.4642868	181.9759674	155.6505737	3
308	390	543.3214111	381.8571472	660.2776489	357.4595947	1
137	169	120.2142868	23.5714283	39.34615326	272.6568604	3
168	86	124.9285736	165	105.7427902	244.7471161	3
106	67	66	0	0	205.0293884	3
236	70	148.5	176.7857208	71.31490326	150.2833099	3
72	35	0	106.0714264	0	0	3
99	32	10.60714245	213.3214264	143.859375	241.5267639	3
362	129	140.25	214.5	279.1117859	270.5099792	2
96	66	287.5714417	322.9285583	290.177887	342.4312744	2
71	90	221.5714264	88.39286041	225.0108185	228.6453247	3
251	121	16.5	153.2142792	704.5420532	314.5215149	2
371	130	47.1428566	598.7142944	640.6045532	680.5687256	1
237	82	0	544.5	560.6826782	606.5005493	1
68	36	0	172.0714264	127.875	110.5655823	3
60	28	0	0	59.01922989	16.10178375	3
385	208	651.75	235.7142792	668.8846436	163.1647491	5
257	115	163.8214264	81.32142639	184.4350891	269.4365234	2
152	105	17.6785717	51.8571434	186.8942261	254.4081879	3
215	38	29.4642849	90.75	43.03485489	203.9559326	3
487	117	660	133.1785736	596.3401489	172.8258057	5
73	80	12.96428585	0	0	89.09653473	3
301	227	199.1785736	261.6428528	216.4038391	338.1374512	4
111	101	0	0	0	0	3
210	138	25.9285717	241.6071472	62.70793152	280.171051	3
253	111	146.1428528	101.3571396	256.9795532	339.210907	2
86	61	0	0	202.8786011	123.4470062	3
482	159	136.7142792	0	190.5829315	236.1595001	5
285	63	75.42857361	11.78571415	0	150.2833099	3
138	31	81.32142639	123.75	119.2680283	197.515213	3
73	130	0	233.3571472	0	257.62854	3
85	59	0	0	14.75480747	77.28855896	3
133	161	0	24.75	62.70793152	268.3630676	3
264	127	140.25	509.1428528	622.1610718	674.1279907	1
146	67	0	159.1071472	0	151.3567657	3
194	84	78.9642868	166.1785736	83.61058044	278.0241394	3
348	98	0	0	90.9879837	132.0346222	3
119	89	0	49.5	132.7932739	21.46904564	3
84	133	96.64286041	12.96428585	194.271637	89.09653473	3
331	165	177.9642792	295.8214417	313.5396729	485.2004089	1
249	108	590.4642944	0	587.7331543	237.2329559	5
375	202	40.07143021	0	253.290863	203.9559326	5
201	88	509.1428528	102.5357132	651.6706543	266.216156	5
77	155	136.7142792	304.0714417	238.5360565	257.62854	2
80	189	30.6428566	107.25	4.918269157	269.4365234	3
102	130	43.6071434	208.6071472	103.2836533	291.9790039	3
74	94	12.96428585	2.357142925	162.302887	301.6400757	3
135	53	507.9642944	181.5	563.1418457	95.53725433	5
494	120	54.2142868	764.8928833	622.1610718	782.5466919	1
94	50	0	66	95.90625	225.4249725	3
469	103	603.4285889	179.1428528	702.0829468	196.4417572	5
221	99	0	167.3571472	77.46273804	231.8656921	3
247	99	551.5714111	253.3928528	587.7331543	285.5382996	4
98	45	62.4642868	121.3928604	127.875	147.0629578	3
218	231	177.9642792	255.75	189.353363	330.623291	4
97	31	0	14.14285755	0	197.515213	3
238	108	0	526.8214111	600.0288696	659.0996704	1
77	182	179.1428528	0	146.318512	59.03987503	5
238	107	0	17.6785717	0	188.927597	3
268	86	60.1071434	36.5357132	0	267.2896118	3
73	58	0	9.428571701	0	228.6453247	3
148	153	124.9285736	206.25	0	0	5
178	106	28.2857151	37.7142868	103.2836533	345.6516113	3
185	101	142.6071472	162.6428528	165.9915924	209.3231964	5
336	125	35.3571434	222.75	248.3725891	200.7355652	2
171	65	570.4285889	91.92857361	748.8065186	0	5
210	115	160.2857208	0	120.4975967	347.7985229	3
218	102	66	433.7142944	579.1262207	560.3421021	1
65	68	173.25	240.4285736	174.5985565	316.6684265	3
304	191	126.1071396	37.7142868	181.9759674	246.8940125	5
237	156	129.6428528	189.75	218.8629761	294.1259155	2
122	44	0	0	19.67307663	261.9223633	3
107	134	53.0357132	0	4.918269157	9.66106987	3
109	355	81.32142639	148.5	72.54447174	202.8824768	5
234	148	0	269.8928528	125.415863	440.1154175	2
349	108	120.2142868	465.5357056	629.5384521	675.2014771	1
354	86	119.0357132	86.0357132	152.4663391	238.3063965	3
213	128	154.3928528	155.5714264	114.349762	312.3746033	2
220	139	109.6071396	160.2857208	130.334137	304.8604431	2
305	135	0	23.5714283	102.0540848	275.8772278	3
102	57	14.14285755	54.2142868	102.0540848	238.3063965	3
61	101	0	317.0357056	168.4507141	358.5330505	2
189	66	121.3928604	36.5357132	152.4663391	279.0975952	3
191	94	42.42856979	169.7142792	0	186.7806854	3
231	128	89.57142639	241.6071472	104.5132217	164.2381897	5
93	186	53.0357132	97.82142639	66.39663696	123.4470062	5
71	122	10.60714245	0	0	251.1878204	3
254	133	37.7142868	182.6785736	50.41225815	271.5834351	3
287	183	311.1428528	242.7857208	0	302.7135315	2
155	51	2.357142925	116.6785736	99.59495544	132.0346222	3
154	121	156.75	107.25	119.2680283	238.3063965	3
274	111	0	111.9642868	2.459134579	36.49737549	3
104	54	0	0	0	217.9108124	3
368	96	596.3571167	8.25	542.2391968	100.9045105	5
314	49	558.6428833	28.2857151	584.0444946	18.24868774	5
155	59	101.3571396	77.7857132	83.61058044	279.0975952	3
249	112	71.89286041	152.0357208	163.5324554	74.06820679	5
190	91	552.75	23.5714283	684.8690186	2.146904469	5
354	55	551.5714111	232.1785736	655.359375	229.7187805	5
112	46	84.85713959	0	0	0	3
284	252	183.8571472	350.0357056	170.9098511	356.3861389	4
83	58	132	165	61.47836685	249.0409241	3
489	104	101.3571396	627	555.7644043	711.6988525	1
329	87	140.25	53.0357132	59.01922989	270.5099792	3
260	101	531.5357056	225.1071472	673.8028564	157.7974854	5
82	198	163.8214264	154.3928528	169.6802826	295.1993713	2
156	101	183.8571472	233.3571472	256.9795532	287.6852112	2
207	207	103.7142868	111.9642868	113.1201935	245.8205719	2
167	196	476.1428528	348.8571472	639.375	374.6348267	1
388	151	103.7142868	264	103.2836533	201.809021	2
133	75	134.3571472	109.6071396	244.6838989	187.8541412	3
149	96	132	30.6428566	274.193512	186.7806854	3
222	89	109.6071396	545.6785889	640.6045532	658.0262451	1
79	64	188.5714264	12.96428585	0	271.5834351	3
61	70	0	61.2857132	130.334137	21.46904564	3
375	244	239.25	321.75	269.275238	361.753418	1
265	69	108.4285736	421.9285583	596.3401489	619.381958	1
250	108	155.5714264	117.8571396	7.377403736	286.6117554	3
129	58	469.0714417	190.9285736	597.5697021	226.4984283	5
175	82	0	81.32142639	186.8942261	242.6002045	3
202	91	0	240.4285736	183.2055359	247.9674683	3
119	59	0	135.5357208	0	170.6789093	3
168	38	61.2857132	116.6785736	164.7620239	266.216156	3
347	207	0	160.2857208	147.5480804	354.2392578	2
287	151	0	187.3928528	86.06970978	366.0472107	2
278	145	0	0	178.287262	176.0461731	3
78	33	0	119.0357132	122.9567337	279.0975952	3
265	90	33	440.7857056	592.6514282	632.2633667	1
286	239	183.8571472	352.3928528	138.9411011	177.1196289	4
137	190	0	0	93.44711304	107.3452225	3
70	44	45.9642868	34.17856979	23.36177826	187.8541412	3
201	111	128.4642792	196.8214264	188.1237946	138.4753418	5
100	72	186.2142792	216.8571472	232.3882141	94.46379852	5
392	103	634.0714111	155.5714264	638.1454468	171.7523651	5
63	90	0	0	0	195.3683167	3
130	69	37.7142868	443.1428528	613.5540771	640.8510132	1
105	51	0	0	0	363.9003296	3
104	230	0	114.3214264	71.31490326	347.7985229	2
128	60	533.8928833	175.6071472	591.421875	217.9108124	5
95	13	0	0	95.90625	48.30535126	3
386	167	149.6785736	209.7857208	150.0072174	386.4428101	1
69	97	0	7.071428776	0	181.4134369	3
190	113	579.8571167	140.25	783.234375	88.02308655	5
189	129	179.1428528	160.2857208	161.0733185	278.0241394	2
168	88	0	0	57.78966522	311.3011475	3
268	314	300.5357056	212.1428528	259.4386902	287.6852112	4
212	151	153.2142792	134.3571472	154.9254761	457.2906494	2
189	114	57.75	509.1428528	722.9855957	649.4385986	1
315	109	76.60713959	608.1428833	668.8846436	697.7439575	1
271	160	80.14286041	241.6071472	255.75	211.4700928	2
440	143	90.75	75.42857361	0	143.8426056	5
81	103	127.2857132	40.07143021	164.7620239	307.0073547	3
87	157	0	222.75	0	221.1311646	3
195	105	110.7857132	137.8928528	4.918269157	97.68415833	3
274	146	64.82142639	584.5714111	651.6706543	712.7722778	1
95	59	51.8571434	209.7857208	255.75	325.2560425	3
474	135	93.10713959	168.5357208	50.41225815	359.6065063	2
398	82	588.1071167	0	568.0601196	251.1878204	5
59	100	0	0	51.64182663	312.3746033	3
164	91	0	535.0714111	635.6862793	642.9979248	1
321	67	584.5714111	75.42857361	667.6550293	107.3452225	5
243	111	60.1071434	482.0357056	640.6045532	681.6422119	1
145	51	73.07142639	0	105.7427902	287.6852112	3
168	38	94.2857132	8.25	247.1430359	89.09653473	3
221	89	0	0	265.5865479	271.5834351	3
149	151	0	134.3571472	135.2524109	244.7471161	3
220	113	45.9642868	222.75	76.23316956	276.9506836	3
73	137	99	0	138.9411011	210.396637	3
193	154	54.2142868	220.3928528	131.5637054	408.985321	2
377	98	605.7857056	135.5357208	629.5384521	221.1311646	5
147	80	116.6785736	215.6785736	109.431488	289.8321228	3
89	48	83.67857361	33	78.69230652	269.4365234	3
119	30	34.17856979	67.17857361	275.4230652	218.9842529	3
389	82	624.6428833	134.3571472	683.6394043	168.5319977	5
206	67	84.85713959	12.96428585	49.18269348	283.3913879	3
68	30	0	154.3928528	0	77.28855896	3
67	178	425.4642944	222.75	623.390625	212.5435486	5
80	38	0	22.3928566	0	123.4470062	3
213	142	61.2857132	222.75	79.921875	265.1427002	2
265	91	78.9642868	42.42856979	0	207.1762848	3
360	77	612.8571167	154.3928528	691.0168457	234.0125885	5
313	128	526.8214111	229.8214264	595.1105957	266.216156	4
94	63	0	0	29.50961494	0	3
81	61	94.2857132	0	97.13581848	208.2497406	3
406	123	168.5357208	27.1071434	258.209137	0	5
86	45	0	53.0357132	163.5324554	287.6852112	3
62	67	0	0	0	129.8877258	3
162	366	0	0	145.0889435	133.108078	5
130	64	491.4642944	0	581.5853271	196.4417572	5
136	158	3.535714388	106.0714264	57.78966522	200.7355652	3
274	150	188.5714264	0	11.06610584	32.2035675	5
177	70	126.1071396	293.4642944	191.8125	407.9118652	2
129	97	132	0	45.49399185	286.6117554	3
130	282	205.0714264	305.25	236.0769196	272.6568604	4
245	128	0	352.3928528	645.5228271	624.7492065	1
135	73	121.3928604	25.9285717	34.42788315	25.76285362	3
307	161	288.75	173.25	179.5168304	206.102829	5
279	70	552.75	0	593.8809814	0	5
973	579	581.0357056	427.8214417	718.0673218	474.4659119	1
366	80	150.8571472	189.75	217.6334076	198.5886688	5
176	186	0	175.6071472	244.6838989	304.8604431	2
92	65	0	174.4285736	206.5673065	66.554039	3
322	107	102.5357132	80.14286041	63.9375	212.5435486	3
205	105	596.3571167	219.2142792	662.7367554	252.2612762	5
177	105	56.57143021	161.4642792	179.5168304	85.87618256	3
63	30	0	135.5357208	22.13221169	216.8373566	3
225	124	74.25	0	63.9375	293.0524597	3
252	140	114.3214264	157.9285736	234.8473511	504.5225525	2
310	81	8.25	49.5	0	125.5939102	3
97	26	70.7142868	159.1071472	0	325.2560425	3
66	97	0	23.5714283	172.1394196	159.9443817	3
95	101	40.07143021	134.3571472	129.1045685	0	3
250	162	75.42857361	281.6785583	215.1742859	296.2728271	2
249	111	84.85713959	137.8928528	41.80529022	276.9506836	3
99	78	16.5	124.9285736	7.377403736	333.8436584	3
61	138	0	0	113.1201935	242.6002045	3
90	146	0	55.3928566	189.353363	50.45225525	3
78	205	0	0	105.7427902	170.6789093	3
107	34	117.8571396	0	35.65745163	95.53725433	3
200	240	212.1428528	271.0714417	204.1081696	309.1542358	4
63	105	0	10.60714245	0	258.7019958	3
