N0	N1	N2	X	N3	N4	N5	N6	N7	N8	N9	N10	N11	Class
0.078	33.0653242	0.1	99.0	2	1.803115262	8.676	2.076467714	3.1	1.367	4.982108539	4.19	3.906867521	-0.9999866523
0.048	22.94085056	2.1	45.4	21	4.906989787	8.871	2.903530719	2.8	1.775	0.155802882	0.44	2.063218541	0.9935218154
0.446	25.4226464	0.8	87.2	19	4.459623605	4.661	3.48369271	3.5	1.778	2.775542736	1.61	0.639982658	-0.6685641684
0.493	12.72155699	1.8	94.0	127	2.850413925	4.963	4.316184591	3.9	3.668	2.666362191	2.24	0.172944946	-0.2173239096
0.992	45.81476647	1.3	24.3	139	0.437058838	5.726	2.690015161	3.8	3.062	3.938484432	0.10	1.312173419	-0.7492669800
0.141	24.64712796	0.3	7.1	184	3.30156185	4.049	1.503047162	0.7	1.283	1.697496783	3.81	2.243909911	0.7522245218
0.673	12.91896704	1.3	7.6	42	3.751395761	9.897	4.207594141	0.3	0.763	3.767771456	4.34	1.703723245	0.9754760041
0.001	15.19921246	1.0	27.8	28	4.696967329	8.649	2.12083595	4.0	1.878	1.365461438	4.35	0.329804578	0.4247922671
0.728	16.52544324	2.1	91.7	180	4.261607061	7.778	3.663502539	4.2	0.706	2.725841749	1.22	2.582565368	-0.5267190655
0.400	48.05067009	1.5	32.3	50	3.457268056	4.565	1.620677462	4.5	0.230	2.016377007	3.23	0.075087321	0.7558326245
0.571	4.377047728	2.6	4.0	184	4.053478845	8.240	3.307852865	1.0	0.236	4.754129022	2.52	1.490796733	-0.7575405795
0.511	27.88082419	4.9	32.1	29	0.010679769	8.691	3.661688796	2.1	3.819	3.91620113	1.24	1.306755795	0.6169840827
0.128	9.658108152	3.1	84.4	178	1.388543219	9.506	0.487063337	4.9	1.539	0.341653644	1.94	1.177878163	0.3858830694
0.943	30.1959664	0.5	51.7	78	2.102052402	7.980	3.72314085	1.2	3.239	0.061725013	1.80	0.995583452	0.9876662382
0.692	27.08675639	1.4	46.8	56	2.448116261	3.963	4.741838433	2.7	0.057	2.038104831	4.15	4.592167798	0.3105783849
0.846	2.237728781	3.9	80.8	167	0.063158314	5.857	0.942818263	0.4	4.827	2.365846598	3.81	4.091080656	-0.7409570353
0.437	14.75291958	1.3	9.0	27	3.086105917	5.415	1.117500501	0.2	2.170	4.451103217	3.20	0.112409287	0.4408185487
0.417	11.73984876	0.7	10.6	32	3.981978385	5.475	3.181932754	0.1	0.714	3.059357056	3.66	4.247659743	-0.9126920776
0.050	13.56399444	3.2	89.0	6	1.989349511	0.545	4.980813174	1.4	3.163	1.977406617	4.17	2.16439936	0.8628238101
0.220	28.34018419	1.1	65.7	177	4.301687243	5.315	4.186462464	2.2	4.028	1.417999953	1.65	2.472826426	0.2338073227
0.636	39.44187953	0.9	9.5	98	1.202741527	4.043	3.904631855	2.0	2.349	0.618030529	3.52	4.837771871	-0.0693605693
0.652	2.834828775	2.9	69.0	12	4.469278186	8.576	2.415032572	4.2	3.945	2.761612872	3.17	4.41524478	-0.1273614124
0.957	16.50347592	2.9	40.2	140	2.4502107	7.491	3.78543572	2.8	1.407	0.450821833	3.28	2.252231175	0.5577565562
0.320	0.924103141	2.6	52.9	177	1.997268235	0.345	4.952223358	4.2	4.204	1.465880242	2.52	2.224411445	0.4659767544
0.939	41.71291561	0.7	30.2	30	4.564162043	6.075	3.332357935	0.8	3.584	2.288888104	3.82	3.400791213	-0.9382937594
0.901	2.088327612	3.9	44.9	24	0.876572716	1.124	0.708465675	3.8	4.852	1.258610156	0.76	3.308901405	0.7958850798
0.261	38.13921019	1.3	92.1	199	2.821844552	4.195	1.294607149	3.9	0.872	2.554591598	4.98	1.976336191	-0.8608238745
0.293	8.398789784	1.5	53.3	118	2.138352209	1.926	1.137493264	2.6	1.358	3.238958211	1.86	1.006498266	0.1398229631
0.620	22.58089927	4.9	29.5	116	1.24631405	4.914	0.541909523	3.3	4.049	2.287888138	3.19	0.506701718	-0.9232635627
0.537	5.354411336	3.0	88.2	54	4.332481716	6.257	3.197145501	0.9	0.760	1.53549169	4.85	3.726926024	0.2781228152
0.770	22.02243302	3.5	97.8	37	3.711074866	3.376	0.653335481	0.6	3.187	3.044287223	0.58	4.336614695	-0.4307459120
0.456	26.2820502	4.1	22.7	77	2.127071484	2.586	3.590369047	0.5	1.655	1.279090938	2.16	2.983702017	-0.6813003552
0.114	40.77557101	1.5	44.8	28	4.848710929	7.548	2.536564563	3.6	0.078	4.929885556	1.61	2.502596921	0.7125854842
0.297	27.64201534	3.3	50.3	185	1.806612566	5.296	1.675997579	0.5	4.298	2.758421013	0.69	3.492874842	0.0182048405
0.511	29.85292472	0.1	44.6	117	2.157454056	0.956	4.367490198	3.8	4.249	1.621407641	4.55	0.861996205	0.6024906938
0.407	24.30111351	2.0	43.2	76	3.737434369	6.531	4.631652604	0.5	2.707	2.8435708	3.16	1.687309043	-0.7158314053
0.391	31.39763531	4.4	28.9	194	4.942248439	1.280	1.560462739	0.5	3.731	2.543149591	4.45	1.022208823	-0.5721258055
0.683	25.74027276	0.6	97.6	48	0.289154301	3.607	4.343602275	4.8	2.295	3.568472581	0.50	4.609094769	-0.2204949247
0.353	9.377155631	1.0	77.2	14	3.39358617	4.921	2.040656148	2.2	1.464	3.800642029	2.36	2.22570365	0.9825973965
0.342	38.89371208	2.6	27.9	154	0.99888876	7.891	0.241803225	1.9	3.723	1.720779507	4.24	4.528174971	0.3441854465
0.396	48.45347391	3.4	72.2	1	0.967624344	4.092	0.723984577	1.1	0.220	3.690333146	1.03	4.750362412	0.0264125737
0.580	32.23519686	1.7	77.0	0	3.865877312	1.860	2.947972791	0.1	4.004	1.750482365	1.62	4.940493502	0.9994024850
0.811	17.01512754	2.7	8.8	62	1.186686894	6.476	1.272800831	2.0	1.180	0.731721497	2.83	1.741847115	0.5643037601
0.099	45.55905372	2.5	12.7	161	4.53710818	0.499	1.839894549	4.1	2.758	3.703185267	0.75	0.906820619	0.1049533414
0.851	22.4672212	4.4	16.5	87	4.366355032	5.303	4.252146112	3.4	2.282	1.330702743	2.82	0.48113941	-0.7263109030
0.456	10.52560007	0.4	4.4	138	0.378496842	2.890	1.916942881	4.9	2.408	1.699420842	1.36	4.553633156	-0.9449906654
0.814	23.00996206	3.4	97.5	184	0.90489189	3.709	4.983975458	1.6	0.566	1.853434568	4.55	3.127305708	-0.1235172870
0.568	44.24762581	3.0	0.1	139	2.242269134	7.904	0.51242411	0.2	1.102	2.562231175	4.59	1.225733566	0.1122710207
0.482	37.58631535	1.2	48.4	139	4.794314396	4.272	4.514284424	1.1	0.943	3.73542974	2.81	3.759757051	-0.9562525609
0.635	24.78209134	2.6	37.8	178	1.292561237	6.190	1.177820072	4.4	3.590	2.058258533	4.40	0.849368492	0.1396207174
0.130	8.144979357	3.6	20.0	11	3.959634081	9.840	3.407493887	2.3	0.649	1.815896337	3.95	1.926611789	0.9265145273
0.816	46.11880333	4.5	87.1	182	2.626498839	7.779	2.741040154	2.7	3.264	0.70970476	3.91	0.606032074	-0.7582011068
0.678	7.889729428	4.5	19.0	105	3.783631888	9.339	2.095678667	0.5	1.762	1.618243613	1.32	3.776939324	0.1242430390
0.347	41.05217216	0.4	79.4	103	2.800922858	1.767	2.284684701	4.3	3.569	4.350783311	3.62	4.710971153	-0.7755485520
0.511	19.69624459	0.5	96.6	21	3.646000201	6.589	2.068052227	2.1	1.351	4.596046961	1.16	3.232464457	0.7305968560
0.642	32.1362721	4.5	32.7	169	0.010685805	6.314	0.826064337	3.5	4.978	2.450535496	0.98	3.815423224	0.9614969926
0.216	44.56030081	4.4	93.0	4	3.289975239	8.386	2.43895332	3.4	1.432	1.464351909	3.16	2.475174651	-0.9335484381
0.249	42.60165592	0.6	51.2	189	2.121228175	1.145	0.621879418	2.3	1.189	3.64827477	1.74	2.806669638	0.7764259918
0.160	22.50365308	3.4	13.7	121	3.963132712	2.996	4.849988834	2.1	0.112	2.055202105	3.27	2.358160408	0.9029756935
0.424	18.87074126	1.3	45.1	146	0.676921598	2.437	0.517861237	1.2	3.812	2.109065374	0.40	4.954308733	0.9050772730
0.470	15.53242246	4.6	25.1	160	1.870447962	9.135	3.731060288	0.6	3.522	2.873691971	0.96	0.263357523	-0.0368536806
0.506	2.656506593	4.9	54.6	169	1.230336303	4.137	4.746201841	2.9	2.969	2.09277011	2.18	3.761773338	-0.9128414571
0.320	2.121619925	1.6	13.0	19	3.142658093	7.309	1.894370159	3.9	0.510	4.519513328	0.08	3.983055963	0.4017092229
0.661	45.03669817	1.9	1.2	185	4.406229187	2.525	4.861133336	2.3	4.891	1.076650274	0.52	4.772928876	0.9452034259
0.420	45.47582025	0.1	51.6	29	3.09951284	2.652	2.961257159	2.7	4.585	0.003552793	1.93	4.053857818	0.9823744261
0.309	6.249250302	2.7	9.2	151	4.963592295	9.878	2.963409651	0.4	0.511	2.665769846	4.14	3.12769003	0.2595595080
0.097	25.66108942	2.0	25.6	75	4.176453765	5.617	2.547307198	3.5	2.098	1.508008979	2.41	4.132042396	0.4653440738
0.724	24.80802536	3.7	37.0	17	1.337368052	3.938	2.286056839	3.8	2.284	0.586664966	4.76	1.46300222	-0.6441495139
0.412	45.69012955	3.8	63.6	68	2.148412935	1.636	2.754179534	3.2	0.423	1.687723813	3.65	3.869110581	0.6887796906
0.108	13.44143855	3.2	54.6	118	3.270393392	8.427	1.985736101	3.7	0.489	2.752512123	3.31	3.229056214	-0.9438727111
0.499	37.70141771	4.8	99.4	131	4.904341242	9.533	4.111903009	4.0	0.208	4.216499534	1.34	0.781026563	-0.9189297027
0.712	5.882358532	3.8	84.3	112	0.795893239	1.548	0.949192405	0.4	0.574	1.214757328	2.53	1.031315082	0.4944628434
0.177	0.653455002	0.5	41.2	5	0.240046665	9.749	3.331590056	1.7	0.978	0.7436462	0.67	4.448422944	-0.3434670748
0.315	34.09444506	2.4	3.2	197	1.989159805	0.741	4.94228254	1.6	3.201	2.822051926	3.06	2.049138317	-0.0470922484
0.684	9.973074573	1.3	47.5	184	4.037439314	9.158	2.318034937	0.4	3.783	1.364785318	3.51	1.837736483	-0.3301444820
0.977	30.66283671	0.0	90.6	141	1.509099866	0.152	4.554095708	0.9	1.070	4.734208368	2.50	2.530690702	0.5032056334
0.551	18.57005735	2.6	67.6	117	4.611799439	1.891	1.19111289	4.8	3.746	0.949223941	1.40	2.664331417	-0.9993502381
0.908	19.75148929	1.9	94.8	134	1.11987791	9.115	3.224191968	3.4	0.995	3.160009935	2.56	2.005822392	0.5119245888
0.464	26.00250963	2.6	86.5	80	4.390518468	5.844	3.97792638	0.8	4.943	3.91113496	2.46	2.52314302	-0.9977254117
0.909	1.172290286	1.3	7.1	184	3.421508885	1.233	4.217528662	2.5	0.748	2.81003485	0.12	2.33620876	0.7198037616
0.338	40.69686044	1.3	55.2	148	1.277018964	7.463	3.223245074	4.3	4.290	2.217501169	0.23	1.288144431	-0.9845047746
0.936	7.910307181	3.7	36.3	178	4.601277436	6.860	1.036429337	1.1	2.818	1.506278271	1.63	0.636025705	-0.9890883358
0.037	35.29534732	4.4	57.3	87	3.81625509	3.295	0.541598549	0.5	1.412	2.062498449	2.67	2.906874107	0.6572116521
0.245	4.678415101	3.2	91.5	107	3.344932795	0.099	1.860406297	1.9	1.418	4.585224212	0.55	3.917981133	-0.3493882032
0.304	8.638921604	2.9	41.8	74	0.339345245	9.010	1.902358065	4.9	2.098	1.86048335	4.66	1.223244899	-0.8060591284
0.405	40.57756397	2.2	14.0	148	4.491666027	2.818	4.74218801	0.2	3.434	2.198781314	0.85	3.493656857	0.9902485947
0.401	46.45818788	1.2	29.9	32	3.982769137	0.448	4.809221336	4.2	2.501	2.054211328	4.72	3.933275822	-0.9959853745
0.147	0.133130373	4.4	20.3	73	1.390268931	9.073	0.322853294	1.3	1.102	4.567860611	0.02	4.216357852	0.9945067766
0.384	40.83441069	4.4	56.9	124	4.432787563	6.447	4.743045496	1.8	3.051	1.649564997	1.67	2.06804548	0.3215869302
0.566	17.82210796	1.8	99.4	133	2.945910228	5.351	2.096400226	2.3	2.935	2.070748526	1.89	2.552162143	-0.9038343801
0.274	37.45606125	2.0	11.8	175	2.55723872	2.723	4.201225189	4.6	1.654	0.920363759	3.72	1.730834828	-0.7241084903
0.604	38.55065158	4.9	66.7	54	0.181426156	7.609	0.508713288	4.4	2.709	2.118705755	1.96	3.796888433	-0.6632813699
0.540	5.499871694	1.4	89.5	196	2.69261189	8.671	2.446193239	0.9	0.411	0.172968317	1.52	3.075976229	0.9998887043
0.259	35.07042501	0.7	41.9	93	2.322669581	8.138	1.141580676	0.8	1.825	0.5522346	1.49	1.40497923	-0.8702619458
0.464	13.48001639	2.5	21.0	58	2.852800231	1.819	2.252474848	0.9	1.764	4.594087025	0.65	3.003556262	0.8339842259
0.993	39.80963504	0.6	86.0	133	4.21929758	3.373	1.817574558	4.9	4.465	2.962818772	0.51	3.087674488	-0.9264610597
0.432	16.52555186	3.9	87.7	4	4.515273106	4.351	0.273256412	3.4	4.725	2.851364419	3.17	0.726823697	-0.2329654228
0.685	18.14517359	1.4	76.8	147	4.263968671	4.417	1.29940269	1.1	2.730	0.243667729	0.48	2.495936765	0.9899152708
0.826	38.33673055	0.4	76.8	76	1.914150495	4.425	3.613932949	4.6	2.320	0.953576172	3.85	3.311366474	0.9767335758
0.210	17.92913532	3.7	28.8	167	0.661747978	2.817	2.920448031	1.7	2.851	3.805627638	2.06	2.970192884	-0.5073953815
0.774	37.15505664	4.1	70.4	6	1.062321222	2.307	1.850308102	0.0	2.654	0.648224169	0.63	1.608953119	0.9563875570
0.660	13.75543665	4.7	27.5	40	4.553064208	7.605	2.791174016	0.7	3.232	1.321261525	4.39	0.097861437	0.7291449575
0.247	35.51018699	4.3	39.4	174	0.229113544	2.750	1.35087307	4.2	3.314	3.428503031	1.44	4.624501878	0.9945869193
0.496	34.57955774	4.8	81.7	25	1.726771441	4.847	2.496670451	4.7	2.789	2.641138297	0.52	1.704165369	-0.0062032076
0.092	43.64461087	4.0	32.8	106	2.491410585	0.937	2.558601968	3.9	1.190	3.165709499	3.08	2.819359852	0.9855572531
0.628	7.224595331	1.8	42.9	77	0.083920651	5.516	4.783891378	0.3	4.878	2.638678725	4.39	2.779732959	-0.8721780062
0.047	31.14166073	2.6	46.4	106	1.072630009	4.266	2.266833656	2.5	2.822	4.534829661	4.04	0.079552579	0.6856091309
0.207	26.85082795	1.9	99.9	138	1.504832326	4.436	1.837577071	2.0	1.522	2.720159513	1.57	4.009176678	-0.6102411631
0.692	22.07252073	4.1	84.6	150	3.940164541	8.899	0.708040543	1.1	1.808	4.860774953	3.23	3.487675118	0.1805082055
0.909	22.7206343	1.0	81.6	39	1.0617566	7.561	1.377504721	3.0	4.041	2.446208525	0.28	3.76600663	-0.0872665578
0.248	29.79632857	4.8	4.3	27	4.845748108	8.795	0.537951569	1.9	4.490	4.698593868	0.02	2.33531531	-0.9203933622
0.133	18.47484652	2.6	77.8	23	2.341547295	5.840	1.556057156	1.6	4.389	0.61396672	0.52	0.984032216	0.6622957038
0.146	13.13270282	3.9	49.9	10	3.844360528	9.487	2.688596682	3.9	0.141	3.32356716	1.04	3.864786883	-0.3897465993
0.229	17.53798102	1.0	80.2	172	2.24912409	2.642	2.570434645	4.1	1.122	1.640216645	0.45	3.663769858	-0.9956673117
0.685	32.91835569	1.8	90.7	154	0.370798242	3.506	0.548011738	2.9	0.133	1.970253362	0.44	3.754082892	0.4188391542
0.329	9.547759088	3.8	16.7	16	4.812756909	1.261	1.523719434	4.4	3.733	4.535365451	4.10	0.344841933	-0.8330721937
0.372	10.92299946	3.8	20.5	75	1.056552181	2.477	2.397203861	4.5	2.885	0.766132641	3.35	4.33220948	0.9970318804
0.637	13.84348797	2.8	9.8	19	3.3562258	5.459	0.536022847	1.9	4.491	4.128635806	0.07	4.681415847	-0.3952484437
0.192	37.55986547	4.8	30.1	31	0.029644181	8.193	0.06552424	4.6	1.709	2.462192568	1.74	2.660100819	-0.9753363236
0.840	49.86613735	3.8	62.9	97	4.006803905	8.055	2.237750537	1.6	3.807	1.206800129	4.24	3.939451534	0.1160017966
0.706	8.509292993	3.3	48.9	142	1.36273226	6.951	2.264336845	3.2	3.018	1.089067331	1.47	1.900942957	-0.9801780671
0.980	33.39301477	0.4	41.7	15	4.118010092	3.076	0.255882685	4.5	1.269	0.439661594	4.31	1.422568094	-0.7315530390
0.227	25.61110142	4.1	74.4	34	0.253098688	2.895	0.619142296	0.3	1.705	3.225298079	1.48	2.507345831	-0.8163990522
0.003	37.25337453	1.7	77.7	144	0.957825209	4.674	2.09142884	1.8	0.530	0.688784909	0.21	2.146520553	0.7574291715
0.589	48.63133196	0.5	41.0	143	1.606925006	9.102	3.518991188	4.5	4.753	2.753730725	0.92	1.532417501	-0.1160640132
0.197	14.0832279	1.4	92.7	190	0.881965008	9.455	4.388845603	1.2	0.994	1.97904082	4.82	4.524528641	-0.9990337120
0.521	47.20353399	2.4	69.3	94	1.742184836	7.607	4.699489251	4.3	4.887	2.571188006	1.42	0.607089772	0.1804635772
0.231	47.95933189	3.1	58.0	134	3.147263458	8.253	2.571813281	0.5	0.820	3.351378864	0.60	1.221010805	0.9881059672
0.786	26.34424044	3.0	71.6	138	4.534791215	8.803	4.302408566	0.6	3.539	3.699152102	1.59	3.921278106	0.6444361489
0.404	46.52742065	3.0	80.8	117	0.71643862	3.481	4.459903738	5.0	2.176	4.218486671	3.86	3.154436364	-0.7792186632
0.866	31.05567917	2.0	5.3	15	4.298812744	3.521	4.961611585	4.8	0.679	3.73735282	0.14	4.260186699	-0.8528467171
0.462	12.64274253	4.3	85.8	177	3.785695045	9.859	3.523632369	1.9	4.827	0.301057672	3.02	3.879512621	-0.8065788209
0.458	20.44177179	0.9	42.3	3	3.107653043	4.967	3.823171947	4.1	4.584	1.607392283	1.02	3.396144966	-0.9964364903
0.917	18.90004142	2.0	44.5	42	1.858330487	0.719	4.641341414	3.4	3.387	0.421278393	0.09	3.363897908	0.4697916339
0.305	35.69147013	0.4	9.6	166	1.368158406	7.527	4.426998407	3.7	4.488	4.569419015	4.38	4.206377298	-0.1272503544
0.601	6.350727266	0.1	35.1	5	0.445884995	0.457	2.718032424	1.2	4.164	0.068278995	4.20	3.776686566	-0.5027926507
0.706	40.94985016	0.4	90.2	146	4.837467283	7.861	4.251418001	0.1	3.283	1.100934528	2.82	4.050766953	0.7901592357
0.024	44.95553672	2.9	70.5	154	2.097574778	2.032	0.707240921	2.4	4.464	4.855689629	1.67	3.847309687	0.9873775564
0.029	27.39524039	3.0	27.3	107	3.419377351	4.746	2.584324224	4.2	3.859	4.618348103	0.99	0.323711188	0.8221618900
0.994	34.83035232	1.3	79.4	160	4.06422522	5.000	4.91055332	3.7	2.200	1.359124166	4.05	0.42448138	-0.7782807285
0.353	20.44104007	0.1	86.4	60	3.724182792	8.846	2.908713193	3.9	3.563	0.321386523	1.98	0.409374776	-0.9997996953
0.068	40.6450867	3.1	6.5	21	0.41734615	0.821	0.420475972	4.0	0.596	4.88579618	3.26	3.472469726	0.2188839272
0.081	46.17334511	1.4	63.5	91	3.934404776	1.135	1.37527939	2.5	4.522	3.909237656	3.68	3.76970978	0.6282542313
0.048	43.05778606	2.4	66.5	51	2.060316786	6.580	1.798595155	3.1	3.934	0.923396095	2.91	1.681582036	-0.4726641772
0.233	41.32824057	3.1	2.9	38	2.534885029	2.321	3.651187951	4.4	2.030	1.526223636	1.19	1.229677217	0.2179016417
0.711	12.31450028	0.3	14.7	77	3.742236294	0.639	3.967770628	3.9	0.094	1.062122799	1.42	1.781426555	0.8524604345
0.531	40.35136508	3.1	12.9	81	0.798165363	9.719	2.786528319	2.0	2.554	0.797252377	0.26	4.784486103	0.3624735508
0.197	49.87852605	2.4	69.3	17	2.408195994	0.348	3.084792316	2.2	1.147	3.553658486	2.18	4.34256112	0.2107599359
0.063	17.3726143	3.9	63.0	15	4.362969057	4.690	4.335184418	3.1	1.520	2.587926869	1.30	3.410587359	0.1927072114
0.253	46.34048191	2.7	75.4	177	3.629298899	1.567	0.274199255	2.4	1.091	3.144947409	2.58	1.462519147	0.0507926577
0.605	9.637465462	0.7	7.4	86	0.840142412	6.639	1.552898564	3.5	2.879	2.817645839	3.83	2.845660648	0.8794231985
0.816	46.70189325	2.5	89.6	75	2.231668608	5.610	2.696459313	1.0	0.634	2.258020848	1.26	2.242125464	0.9985567910
0.124	13.80020446	3.3	7.5	64	2.297338365	3.004	4.69567126	4.9	4.343	0.938689814	0.22	2.817196019	0.9235921419
0.461	28.52584703	3.7	64.4	66	2.435115684	7.158	1.212445019	2.9	1.076	3.542748289	0.81	1.546568238	0.9999739886
0.980	0.712554534	0.1	56.7	124	1.952063317	2.790	0.400437643	3.6	2.002	3.091175819	0.70	4.983135107	0.1126822082
0.532	15.05542969	3.6	57.9	142	0.244413776	8.883	3.79904911	2.1	2.611	1.092350698	4.67	1.620795719	0.9665631862
0.175	31.05657806	2.6	96.0	106	2.358963234	4.096	4.39336095	3.0	2.043	3.309647601	2.01	1.464802677	0.9908103813
0.289	27.58515708	1.4	56.3	167	2.506150353	0.072	2.635354876	0.5	3.895	3.448717817	1.22	0.434044633	-0.2814067722
0.141	1.585459628	2.5	61.9	82	2.406547219	9.513	2.397174751	3.3	4.037	0.634354264	3.52	2.076366893	-0.7929287370
0.946	37.58115086	3.1	47.7	93	4.282859999	5.254	4.024741285	2.7	0.600	1.517255055	1.85	2.189187128	-0.5197388306
0.097	31.84771314	0.2	84.2	140	2.070831887	3.342	0.853960176	5.0	3.120	2.587290367	1.23	1.276002908	0.5672855065
0.897	20.73344298	1.9	99.8	132	1.705224372	7.201	0.272307094	4.2	1.238	1.18262933	3.95	1.798759554	-0.6888196211
0.646	26.72011494	3.4	71.8	134	2.717275801	7.005	0.743775868	3.9	4.600	3.451697321	3.34	0.967677967	0.4740520408
0.324	20.80674371	1.0	83.9	54	1.714782939	5.083	0.358982589	2.8	3.479	0.033941686	2.46	1.526530078	0.8164344146
0.535	12.79274684	2.3	9.5	146	4.83587916	5.150	2.488452406	0.1	2.952	3.496477611	1.38	2.099491181	-0.0993135680
0.315	22.42001704	3.4	99.5	133	0.679413558	8.269	1.360966994	1.2	2.693	0.155950477	1.26	3.796618293	-0.8346524779
0.238	12.81981478	1.7	1.6	31	3.776951146	7.306	3.487907108	5.0	2.684	1.020186943	0.97	0.713184446	0.9982824996
0.061	19.25131431	1.0	94.9	54	2.182347949	3.602	3.501108187	0.2	0.459	3.80379959	0.45	3.640590305	0.5905027767
0.868	26.11671381	1.0	77.7	181	2.683228152	1.258	4.963410227	4.3	1.660	3.336016423	4.58	0.860820799	0.7305455069
0.117	5.426942231	1.4	32.6	1	0.793098588	1.379	0.819084034	0.2	4.302	0.21617449	2.56	3.296027924	0.9339187320
0.160	10.34089073	2.1	21.2	128	0.482836986	3.476	0.506550788	4.0	1.905	1.732965149	1.46	1.053170042	0.6895488537
0.534	40.31941151	3.8	62.5	92	1.844501004	4.219	4.16194622	0.7	4.280	3.126056476	3.55	0.881137371	-0.3473200091
0.573	15.69395362	2.3	51.6	87	0.331340627	5.234	2.576811943	4.8	3.987	0.796505691	1.26	3.725224936	0.9774240129
0.449	38.56075279	1.6	26.6	57	4.502593671	4.593	2.727371551	3.9	2.209	0.069701869	2.58	1.116620865	0.9966286094
0.223	6.986936869	0.8	78.0	47	0.27222102	2.699	4.559629672	0.5	0.462	4.500841605	2.85	1.216259729	0.5102205685
0.022	13.67222638	3.9	32.7	153	0.925887572	2.245	4.277486525	3.7	0.415	2.244774277	4.57	1.015649302	0.9454194307
0.954	46.37011943	1.1	99.4	41	4.468909638	5.730	0.824714489	4.4	3.227	2.220895967	3.71	2.444072639	-0.8954290982
0.027	41.80891603	1.7	2.7	63	3.952875231	4.771	4.772400147	2.9	0.163	2.700271451	3.87	3.023872941	0.4687181278
0.247	20.57204197	2.0	72.9	152	4.583941081	8.978	1.153869434	2.4	0.721	2.542402436	4.01	4.840436313	-0.6196733239
0.085	22.9786703	1.4	62.6	140	0.305243486	4.544	0.56484064	1.3	1.759	4.829948396	0.72	3.249440676	-0.2060196184
0.244	26.30591615	0.5	84.6	55	4.945408939	5.613	1.478709011	1.0	3.859	1.105314351	1.11	3.267724501	0.2252296630
0.045	27.33774049	1.1	80.8	76	4.625096032	1.095	0.259325618	0.3	4.266	3.828812078	3.15	1.782989885	-0.7547047496
0.096	47.92274511	3.4	15.1	52	2.827089368	9.592	3.589168891	2.7	2.410	3.272381915	3.21	2.664446652	0.5297487199
0.775	26.70046556	4.5	68.8	94	3.367573227	9.361	3.165762378	3.7	0.230	0.827829906	0.85	4.839581371	-0.2812252431
0.429	6.168750089	2.6	28.2	109	4.086710766	0.466	0.153999954	0.5	4.891	1.187651757	4.26	3.145425295	0.0974355756
0.893	20.36746859	0.4	96.7	134	0.263768819	1.807	3.75724841	3.8	3.210	1.775539045	0.21	0.6146171	0.6268374023
0.738	37.02277396	3.5	96.7	185	4.305373737	2.868	0.225701206	3.4	2.640	3.204679354	0.10	4.952821609	0.6689077446
0.845	35.89945655	4.5	89.0	33	0.815905552	3.848	2.629710797	2.7	3.550	1.992883634	3.02	0.149137157	0.8444057189
0.603	15.92534217	3.5	61.4	80	0.529569302	6.664	4.134578833	2.8	1.548	0.483135415	2.83	0.339391767	-0.9925661778
0.244	19.35280649	3.8	74.2	158	4.966829171	4.712	0.812898762	3.4	2.932	4.381841769	2.81	3.855531282	-0.9246498710
0.900	23.79718386	0.9	70.9	199	3.5276865	7.976	1.475977573	0.5	2.788	2.476275213	0.83	4.138878673	0.9848444923
0.219	49.20615822	0.9	9.9	128	0.453131626	4.492	2.721186664	2.7	2.583	0.57339667	0.50	4.123306356	-0.4623194210
0.510	7.232233915	2.9	95.7	133	2.161817444	2.264	3.72477469	2.8	4.504	3.53792174	3.04	3.288316726	0.9955700355
0.744	13.97303435	4.7	93.4	74	4.920567705	0.397	1.33914944	4.0	1.263	0.851567616	3.57	2.369094211	-0.7796161866
0.333	21.70084954	4.5	5.4	157	0.455393714	4.166	0.353117011	3.1	4.687	2.286140763	0.55	4.487150864	-0.7801715601
0.086	1.565319785	0.3	72.0	94	0.749957536	2.261	4.664107604	1.9	1.919	4.513089198	0.61	4.825054562	0.2719537752
0.129	40.76768569	3.4	11.1	62	4.228638379	0.259	1.093694382	1.3	0.110	0.418020024	3.76	2.03623453	-0.9891746154
0.746	6.29536292	3.5	60.0	124	4.203277577	6.355	4.170398407	4.4	1.467	3.690846719	3.01	3.317942001	-0.3126601077
0.044	46.8619954	0.7	37.0	19	2.594255502	7.201	2.092833645	2.6	0.880	3.954713304	3.54	2.04572896	-0.6332513459
0.578	48.11669908	2.4	90.4	191	1.091756925	9.073	2.275141095	2.8	0.287	2.090834595	3.35	2.519158942	0.6756889477
0.353	15.25739726	2.4	73.3	200	0.356019528	5.870	1.663173819	2.8	3.511	3.81893802	3.91	4.670924343	-0.8471952748
0.311	8.023118927	4.5	97.0	159	1.612144373	1.095	1.940059405	2.8	4.157	2.661375945	0.01	0.234618488	0.3766134032
0.466	47.66202618	2.3	92.7	120	4.490270407	1.657	1.020344515	0.5	3.312	0.280703457	3.10	4.403578518	-0.9996374064
0.216	1.448159178	4.8	5.7	7	3.399864453	5.896	0.175325918	3.5	4.685	3.874211781	4.88	2.322349697	-0.5324047985
0.764	46.82851474	3.5	79.8	21	1.642998572	2.768	1.043308821	3.5	2.805	0.293143055	3.20	2.619675133	-0.9626017976
0.264	29.45558621	3.5	6.1	39	0.450806402	6.857	0.365406043	3.8	0.997	0.023443593	3.14	1.288178193	-0.2097915458
