N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	X	Class
0.517	235.10	1.12	94	116.3	2.81891226	5.7501	4.177	10	3.572	2.420469672	236.2681	18.404267419	6233.8393371218
0.589	613.17	0.19	60	159.0	2.776225615	3.3595	1.505	15	2.116	3.116083639	449.1389	9.112921163	756.7855645042
0.212	429.22	1.70	19	55.4	1.742547237	9.9075	0.268	28	0.730	3.581516628	469.1653	18.608332035	6443.5075271361
0.698	599.40	4.05	39	185.1	1.917375568	1.4426	2.101	28	2.218	4.536788284	49.4809	5.895417058	204.9007750809
0.827	374.45	0.99	50	13.1	0.174165644	0.1759	4.019	43	1.204	3.49655025	330.3418	0.263251742	0.0182437352
0.316	140.55	2.11	70	171.1	4.691799761	8.2878	2.091	23	0.857	0.331369434	393.9385	16.722959227	4676.6987177600
0.524	64.47	0.73	19	133.6	1.356036659	5.3036	1.582	26	4.889	4.489009036	35.7122	17.282738990	5162.2343153175
0.088	420.69	3.08	82	142.4	2.710154505	6.0245	2.119	17	1.682	4.266690977	32.7878	7.932965817	499.2369816547
0.471	116.47	0.54	74	72.4	4.922967131	4.9394	3.876	29	3.977	0.362229016	80.4839	11.593227732	1558.1637665832
0.126	90.04	3.59	5	20.6	2.251640776	4.8223	4.288	15	0.245	0.043823509	246.9862	19.290308713	7178.2327145137
0.150	531.06	1.24	63	154.1	2.664875374	4.9955	1.784	45	1.908	2.061165886	242.5213	3.867328629	57.8406592672
0.850	101.70	2.32	35	104.1	4.750471742	3.9467	3.578	49	4.101	2.924209797	129.1253	4.223564472	75.3420415129
0.230	445.94	3.31	40	123.7	2.476293768	2.3048	0.007	12	1.089	1.708555497	463.8589	11.757181353	1625.2106197999
0.464	774.52	4.30	63	42.3	2.544135281	9.4146	3.862	22	1.182	0.187837868	302.3317	5.420259050	159.2429189953
0.650	306.46	0.52	31	149.9	4.251661927	3.8007	1.631	37	2.614	0.184671361	330.0450	14.920490942	3321.6153593136
0.967	789.07	2.01	51	85.5	4.891559696	3.1051	0.795	22	0.476	3.897136278	376.4430	19.520846765	7438.6813792382
0.813	751.53	3.26	30	185.7	3.497948589	6.3170	0.094	27	0.635	2.727305414	185.8315	2.939038884	25.3872696478
0.755	703.89	1.99	58	42.7	2.729860024	4.2252	1.333	38	1.053	0.950227748	408.8675	3.451475285	41.1163262705
0.595	583.30	3.07	41	168.9	3.07880992	0.8047	4.819	41	1.308	1.440591822	58.9067	5.555955283	171.5047785275
0.917	584.75	3.51	6	105.0	3.285265323	8.2070	0.991	26	1.066	4.580322407	383.5378	10.534396948	1169.0391005342
0.362	640.38	3.95	34	135.8	0.057513506	4.4908	2.303	48	1.395	3.730890878	381.1497	10.276926682	1085.3998931418
0.815	83.94	2.73	99	35.3	1.596416122	9.0868	3.647	11	2.925	1.366333935	148.5524	13.258535412	2330.7015165808
0.421	712.76	0.59	90	35.1	1.266734697	6.3222	2.319	46	0.372	2.801484825	474.8469	17.147112670	5041.6536179326
0.702	152.28	2.30	49	105.2	3.377492891	3.2715	2.048	37	0.361	4.940980157	471.2847	6.783194636	312.1065164771
0.688	58.06	3.55	97	40.9	4.619121684	3.5943	3.152	19	4.840	2.201716631	424.8152	7.164693326	367.7839877273
0.733	675.08	2.00	49	41.1	1.929093093	3.3037	3.776	45	3.296	3.017288732	117.9165	19.152267674	7025.2309913325
0.778	125.26	3.59	10	17.9	3.161841376	5.3390	2.968	46	1.090	3.824310336	127.2100	15.575090563	3778.2591412934
0.320	639.29	0.62	5	15.9	2.805845307	1.9752	4.537	16	0.103	3.883526902	50.5666	19.624568163	7557.8858223165
0.412	70.83	1.38	51	88.2	4.934148371	6.5711	2.936	14	0.848	0.669133766	497.2092	5.533626152	169.4452682056
0.690	80.50	1.31	2	79.9	1.109772999	8.8106	1.395	16	2.466	3.232603023	141.6178	17.149916934	5044.1275805102
0.581	520.67	3.13	74	50.2	3.166451731	7.8748	3.636	23	1.919	0.585519458	303.1027	10.369583517	1115.0232964497
0.115	4.16	3.76	34	6.0	1.104390971	3.5611	3.837	39	2.317	0.383303396	60.8507	13.557488941	2491.9411198477
0.816	357.72	1.03	65	150.4	0.711964751	4.3276	1.871	31	2.827	4.482355033	204.4481	3.394500160	39.1135739214
0.247	377.77	4.19	17	193.1	0.072505106	1.3976	3.967	16	4.043	4.494944084	292.6135	2.160185052	10.0802863576
0.258	23.47	3.36	42	55.7	1.215734627	8.2398	0.442	26	0.740	4.23774296	18.0742	4.230136743	75.6943074126
0.813	13.38	2.79	51	78.4	1.618114281	6.5499	2.185	22	0.307	0.425315098	395.8197	16.352886798	4373.0384019793
0.603	72.69	1.90	4	189.7	3.742245589	4.3081	0.044	12	3.809	0.419512783	194.4039	1.409876841	2.8024865053
0.443	224.34	4.30	6	74.5	0.408553067	5.8056	1.995	15	0.934	3.444671428	64.9490	17.827226648	5665.6710786229
0.415	445.78	4.03	98	22.6	2.90543369	9.1004	2.805	13	4.998	4.930773383	336.3842	14.717443797	3187.8447146505
0.103	423.94	3.10	2	34.7	2.117730949	3.3366	0.063	22	0.985	2.000670025	45.6544	14.931017839	3328.6508470910
0.919	521.31	4.88	5	142.8	1.52844992	7.7354	2.262	40	3.625	3.949090712	388.1778	9.670452306	904.3579529007
0.080	546.10	3.32	39	19.3	4.401294234	1.0463	2.042	47	3.534	4.524781263	86.7458	9.790635040	938.4963454123
0.598	508.86	1.45	91	185.4	3.428954764	2.4752	2.950	45	4.364	1.597095784	240.7075	14.683296473	3165.7069044462
0.213	310.51	2.69	79	110.1	4.873125727	4.2663	3.543	8	0.727	1.641348853	378.6782	11.663729298	1586.7638395487
0.146	423.19	2.21	9	124.8	2.318091814	3.3333	3.594	24	2.740	4.799737381	2.3769	18.787273256	6631.1867118429
0.934	373.31	3.55	55	121.1	4.614129425	3.1636	1.513	7	0.751	2.204086033	140.3946	6.734320761	305.4086933769
0.233	88.61	0.49	91	182.8	0.385627085	4.0962	2.112	46	3.683	3.47205372	45.5594	12.275810211	1849.9095583294
0.056	32.78	0.90	97	85.1	3.924528579	0.7753	0.283	10	4.794	3.873056301	24.9011	3.321597015	36.6472022173
0.232	440.46	1.89	96	107.2	0.479704921	6.9004	4.531	35	2.001	0.311932896	377.6371	13.886362392	2677.7219865081
0.595	154.19	0.45	10	172.1	4.866620116	9.3098	1.946	22	4.913	3.070526618	362.1875	5.574595108	173.2367341819
0.654	537.27	3.09	64	192.5	2.200365269	5.8625	2.005	35	0.892	4.927024812	285.3989	4.201055662	74.1438796755
0.662	50.33	1.63	21	69.5	0.124100899	3.4182	4.041	46	3.715	3.448067569	138.9123	12.296703799	1859.3713543303
0.111	107.90	2.42	78	169.1	1.606247915	3.6801	1.373	29	0.590	0.37143663	386.1601	17.651529820	5499.8019689887
0.734	167.75	4.55	80	87.1	4.160526058	9.1157	3.525	32	3.254	4.954574191	27.8694	7.984387626	509.0082702063
0.280	543.34	3.06	0	180.0	2.037075873	4.4038	3.616	17	2.129	4.038313429	13.4287	3.312722780	36.3542577956
0.477	452.85	2.63	4	191.5	0.458744669	2.2188	1.689	10	0.355	2.698237492	301.7921	4.171370163	72.5832133871
0.234	33.18	1.45	60	181.8	0.412308031	1.9083	4.561	34	2.469	3.503463845	338.7837	5.078017807	130.9431120927
0.421	675.76	1.51	14	13.6	1.187192253	1.6434	2.838	38	0.982	3.258645565	469.4718	11.812158623	1648.1161351836
0.609	684.39	4.95	47	75.9	1.350829367	2.0558	2.468	20	1.599	0.487519015	395.2963	8.126914871	536.7562767814
0.862	596.11	1.80	46	17.7	0.67958263	9.9975	3.525	49	4.453	3.196129166	123.1413	3.276840991	35.1856925196
0.598	387.46	1.59	80	141.5	4.110924807	2.3072	4.474	33	0.831	3.43661314	490.7253	17.209843248	5097.1890803130
0.001	663.69	4.34	24	199.4	4.143727141	0.5521	2.832	17	2.984	3.727033641	400.0666	11.426200639	1491.7826005694
0.386	54.17	4.22	92	134.0	4.570114109	5.6312	3.542	50	3.484	0.677877865	294.4505	14.507092575	3053.1008303396
0.628	150.78	2.86	9	100.2	0.123162704	9.8949	4.508	12	2.079	1.72992159	374.8291	16.320066413	4346.7610337453
0.918	432.30	4.31	60	111.3	4.626267431	5.0525	1.693	37	1.876	2.476695158	67.7443	0.234854854	0.0129538428
0.093	52.38	2.15	35	22.2	4.421778701	0.0018	2.360	6	4.266	2.558293818	243.6657	10.934320868	1307.3005454552
0.214	721.48	4.67	55	147.9	4.116624148	6.7147	1.424	49	3.435	2.532053734	211.9293	12.880007603	2136.7236560298
0.954	427.73	3.37	20	7.3	0.159837145	8.7492	2.765	10	3.192	2.64013067	488.0391	13.469036568	2443.4845427420
0.471	312.00	2.50	7	182.2	4.389360645	4.4913	1.328	22	4.510	1.027230922	260.4026	4.700945880	103.8856960988
0.604	509.57	2.65	95	194.2	4.037198379	3.0729	4.128	36	3.227	0.98709009	26.2213	16.932578333	4854.7769380309
0.327	248.63	1.11	99	133.1	3.58181328	0.6401	3.503	15	0.025	1.378066875	223.3152	18.754390654	6596.4287271480
0.667	792.49	4.25	71	14.2	2.362486346	0.2018	3.808	33	2.800	0.832373445	55.3635	12.431460923	1921.1731459854
0.906	194.45	2.23	89	174.5	3.716876425	2.2609	0.928	38	0.017	0.172037258	380.7412	7.417965847	408.1826007052
0.877	627.67	2.75	31	171.6	1.111471963	4.4047	4.062	43	4.852	1.396597071	136.1732	19.514291358	7431.1898181918
0.223	795.12	0.87	51	194.4	4.892363495	8.3857	2.512	50	1.640	1.135381933	482.0189	10.819337464	1266.4906881506
0.465	566.07	2.38	47	1.6	0.043748363	1.6093	0.251	22	2.790	4.403160387	496.6200	14.722566230	3191.1744783433
0.299	797.50	2.59	25	149.9	1.64000664	4.6449	3.730	39	2.219	3.755846253	50.1622	13.089071311	2242.4692758107
0.421	708.67	1.11	54	94.7	4.077997855	2.1994	4.480	7	3.000	1.92055443	480.4737	6.312368077	251.5225599895
0.528	352.56	1.30	68	100.7	3.660073741	4.4506	0.106	41	4.572	1.940286528	97.9725	11.047387315	1348.2758051476
0.761	147.11	0.38	21	67.5	2.73261495	6.0936	4.942	45	3.159	4.395116968	220.0676	9.844670904	954.1213373629
0.900	15.65	2.93	15	106.5	2.715119899	5.8857	1.042	17	1.476	2.554834971	472.1749	11.715708272	1608.0725809360
0.624	351.73	3.38	17	179.3	2.671693022	0.6014	1.807	33	2.043	0.659006033	144.2859	4.029358219	65.4195626566
0.084	352.96	3.76	88	65.5	0.125389536	7.3536	4.229	6	3.673	0.468391041	107.8337	14.292200658	2919.4249468272
0.951	146.56	2.67	32	104.7	4.321106869	2.6745	0.299	5	3.332	2.960366173	77.2725	1.486094976	3.2820084715
0.551	460.84	3.50	87	11.3	3.557980299	0.3237	4.362	13	1.475	2.606849059	469.0472	14.649118200	3143.6518970311
0.966	608.01	1.44	79	65.3	4.298123432	1.3306	4.283	20	0.760	2.587768247	426.8834	19.775867279	7734.0436041792
0.365	347.33	1.58	98	32.7	3.7729859	6.9454	3.326	31	4.211	3.55329653	440.2148	7.438198706	411.5317320608
0.363	747.49	0.30	39	72.5	1.664780235	5.6496	1.785	42	3.900	1.788850546	250.0523	16.463101751	4462.0556983555
0.692	443.33	1.04	93	195.4	2.989926303	0.5177	4.326	28	3.172	1.852125701	286.9591	17.718271319	5562.4233976973
0.626	784.23	0.17	73	76.9	0.21709874	7.4509	1.198	40	3.860	4.204519317	212.8931	8.381761135	588.8515739002
0.298	596.13	1.16	2	93.0	3.72412749	9.6242	0.473	50	3.630	2.424544425	494.6476	1.076977164	1.2491640712
0.737	712.51	4.62	93	6.9	3.002785856	7.9898	1.931	39	4.685	4.052708827	147.5127	5.288465021	147.9070613302
0.381	196.01	1.86	78	41.4	1.814907213	3.9142	0.906	13	1.872	0.309313464	91.9770	18.409517921	6239.1761632444
0.691	91.76	3.44	36	198.5	4.238789862	5.7144	3.443	22	3.752	1.219525906	462.1915	1.968137360	7.6237073374
0.437	515.80	1.17	96	197.9	3.031192947	2.2362	0.541	35	4.998	1.881722862	49.8731	19.440978542	7347.7498522731
0.127	88.17	1.11	21	37.8	0.667081176	7.8034	2.654	5	3.281	4.647849551	208.0646	8.729165035	665.1477298805
0.770	106.47	3.26	34	183.6	0.238734868	9.5829	4.322	23	2.107	4.956630315	454.1617	11.472391128	1509.9474565597
0.550	455.86	0.68	14	9.4	0.272384844	1.3074	1.069	5	4.446	0.037521713	394.4967	8.993706511	727.4717512578
0.206	581.57	2.63	52	1.8	0.415716382	2.8035	3.350	20	0.455	0.619276531	454.0318	9.906890004	972.3262780921
0.565	779.10	3.73	79	105.3	2.931642449	3.3411	3.863	30	1.252	3.30949688	76.8403	7.247620128	380.7029721832
0.317	736.34	4.21	95	196.2	0.599009687	0.5232	4.386	39	3.956	2.906962953	353.8026	4.530932102	93.0170715052
0.024	348.11	1.15	98	0.7	1.750861936	8.5032	3.769	42	3.239	4.682360647	464.7130	3.624398415	47.6110539553
0.033	457.85	3.06	66	23.0	0.380725973	4.2274	1.494	36	3.947	1.158289551	123.0575	2.562171858	16.8199527109
0.071	20.81	4.60	12	13.3	1.267815962	2.4929	0.138	40	0.037	4.444335437	10.9519	0.831475831	0.5748425263
0.667	574.37	3.21	6	75.1	0.26134748	0.2589	0.954	25	1.358	2.541447743	25.1893	3.991709843	63.6028966327
0.059	141.99	4.77	74	57.4	0.25846535	6.6066	3.171	44	2.467	1.752348082	264.3815	17.293851774	5172.1986538951
0.702	742.27	4.20	9	88.2	3.167814841	1.8423	0.111	28	0.603	4.910115835	458.0184	2.209739475	10.7900441588
0.030	399.76	3.71	63	134.5	3.515875552	3.7436	0.422	23	2.999	3.677484387	136.2064	18.632535866	6468.6834283404
0.850	20.07	3.39	44	79.4	1.266220865	1.5663	0.769	18	1.647	0.709078336	323.1203	1.509560499	3.4399455595
0.533	423.65	3.47	99	81.4	2.543351648	5.2904	1.556	18	1.425	3.478933754	488.9027	13.551812291	2488.8122320612
0.493	62.17	1.94	86	19.9	3.32333853	0.9673	4.344	50	2.980	1.891892224	470.0408	14.990218783	3368.4019828247
0.051	104.32	0.48	81	114.4	0.284249623	2.4255	3.978	11	2.510	1.8837073	123.0597	13.586887061	2508.1869059275
0.042	769.63	1.09	98	33.9	4.344026126	2.9104	4.161	12	4.396	2.057970982	446.6007	19.598764253	7528.1119163486
0.268	240.40	2.89	29	83.5	4.761873273	6.8744	3.267	14	2.574	3.474168342	414.2809	17.036191327	4944.4447280830
0.883	303.12	2.79	91	135.8	4.768243914	8.3706	0.138	14	2.798	0.300827063	158.3387	3.781932171	54.0930172244
0.727	452.17	3.77	5	97.0	0.195205779	4.2608	2.122	18	1.015	3.157160114	165.7761	18.535147765	6367.7815739152
0.171	94.06	4.05	54	62.3	1.368519498	5.3975	0.157	14	2.117	4.612791227	413.6028	8.772320916	675.0617998107
0.794	544.11	4.23	31	8.8	3.580928972	0.5070	4.479	11	1.239	1.356695695	253.1565	5.514051934	167.6534737876
0.830	420.30	4.33	79	149.8	3.668010018	5.3260	0.101	28	0.706	1.126424648	71.5753	16.887324985	4815.9568098403
0.188	279.11	2.84	58	21.5	3.374638319	2.7596	4.551	10	4.611	4.402379932	130.2346	5.560835563	171.9571184567
0.762	163.20	3.40	84	176.0	0.72531912	4.3173	3.923	19	1.367	3.294980713	176.5469	15.974400047	4076.3706767444
0.821	798.66	3.75	81	16.4	2.054754615	8.4561	1.040	6	3.154	2.210249828	442.2172	6.359181986	257.1602037748
0.153	281.21	4.75	83	188.0	4.961728358	2.3457	3.323	29	1.734	3.405746998	445.8512	1.940277371	7.3045161874
0.747	391.87	4.92	77	129.3	0.898043562	7.9551	1.631	30	2.820	3.386539963	84.6457	3.708279136	50.9937855188
0.390	457.45	4.18	35	185.9	0.274763296	7.4578	3.627	41	1.538	4.115007802	25.2060	18.794082560	6638.3995945496
0.329	605.75	1.10	40	38.6	0.937094752	0.1291	2.035	17	2.799	2.313563529	240.2366	18.511858815	6343.8088454077
0.321	724.43	3.96	35	162.7	3.760847534	0.4499	1.726	49	4.283	3.725041835	446.7666	15.729947141	3892.0802796131
0.757	315.77	4.31	85	176.9	3.508234684	7.7801	2.826	49	0.863	0.467477611	114.6634	3.917323420	60.1129840436
0.988	64.13	2.12	57	173.8	2.343527348	2.0060	1.159	19	0.702	4.777212525	430.0424	0.138013957	0.0026288695
0.954	172.96	1.88	52	127.1	4.384215557	1.1561	0.820	8	4.918	3.951598328	496.1774	13.144066153	2270.8539768434
0.383	498.53	3.92	68	177.7	2.86764757	6.3046	0.782	5	4.561	2.264839732	361.4373	6.843671830	320.5291469503
0.489	322.60	0.14	29	152.4	0.557399508	8.5303	3.699	43	4.237	2.697789741	330.6873	14.716893059	3187.4868530209
0.719	642.96	2.84	19	151.1	4.412504721	4.8459	3.124	34	2.711	1.190468262	29.1617	5.357625169	153.7860628265
0.859	117.63	0.08	52	79.6	0.897193151	3.4642	4.061	32	1.474	4.993771567	53.7436	1.002823277	1.0084937649
0.284	290.36	0.39	13	25.5	0.185187704	5.6943	4.031	47	2.827	1.3139833	124.7037	3.343087727	37.3631359057
0.161	100.44	1.96	38	15.1	3.955025696	6.1235	1.380	46	1.346	0.258314511	169.2468	2.606473587	17.7076114905
0.664	235.43	2.10	89	156.1	1.604013522	7.4996	4.057	48	2.578	4.135542238	132.9119	12.846580402	2120.1306181387
0.273	30.55	0.84	72	39.5	1.793415767	1.7371	2.870	31	4.349	2.506479679	363.5669	12.055889370	1752.2568327013
0.299	629.98	4.28	93	128.8	4.003118902	9.8206	2.659	23	1.331	1.909475697	470.1500	11.847204507	1662.8292524040
0.906	22.36	2.88	87	172.8	4.8133755	7.2018	4.759	18	0.741	1.7314431	182.4248	9.181247638	773.9360992677
0.800	303.58	1.85	90	145.8	2.530847086	5.8016	0.497	40	2.063	2.09354059	77.8697	2.013765203	8.1663219305
0.676	620.75	1.85	39	60.9	0.428808896	4.3632	3.865	48	2.053	4.327243117	19.0318	5.854007360	200.6133325266
0.171	95.18	1.97	45	172.3	2.61092521	6.5587	1.664	42	1.346	0.280973765	299.3181	7.489314556	420.0743991527
0.173	453.38	3.11	18	184.4	0.79921372	3.8296	4.341	26	0.449	0.342345652	409.6222	6.295162481	249.4714387770
0.003	711.54	0.38	2	75.2	3.534490962	6.4579	4.284	20	2.701	0.360421661	306.8344	17.325058033	5200.2484600781
0.659	380.35	2.51	52	101.8	3.410669052	2.3403	2.601	18	1.637	2.387129013	238.4037	9.540969482	868.5153931199
0.572	748.03	2.45	25	45.8	4.58208661	6.5345	4.719	49	4.562	2.620464288	396.8424	2.257500969	11.5049261804
0.875	490.47	3.18	74	79.6	3.30231541	8.8058	1.853	34	3.877	4.813235213	265.7564	9.505708564	858.9215226009
0.807	482.21	4.76	67	190.5	2.601848987	3.5124	0.787	40	0.586	0.800639052	257.5764	0.853536211	0.6218216691
0.534	338.62	4.09	0	70.3	4.025422325	3.7573	4.939	16	1.871	2.48638446	405.2547	2.305654455	12.2569569917
0.192	339.58	2.22	57	188.7	1.767743091	6.1936	1.846	37	2.927	2.881906618	74.1489	6.468590570	270.6630615075
0.108	465.40	1.25	16	182.9	4.776258457	5.4900	4.708	23	0.172	3.069634721	295.5813	16.107736248	4179.2998297381
0.002	238.50	3.29	27	119.6	1.632998639	5.0015	4.498	15	0.395	2.276350551	93.9351	4.745560261	106.8716409846
0.338	388.70	3.84	2	12.6	4.170488548	2.6024	4.074	46	4.155	0.784709066	373.7814	6.488199603	273.1320134620
0.124	153.47	4.02	67	142.1	3.238594424	7.8418	4.235	41	3.709	4.146296736	377.3348	16.251827469	4292.4634860451
0.859	239.23	4.78	58	161.0	2.738607071	2.8439	2.443	37	1.082	3.730610678	289.1923	5.778574473	192.9577135235
0.556	237.20	1.67	8	152.5	2.289292302	6.8096	4.965	26	0.945	3.666265066	316.2960	0.041465721	0.0000712964
0.359	456.31	0.42	42	37.8	4.437062966	1.6803	1.722	26	2.650	1.479119029	362.9247	3.838618978	56.5620339846
0.011	172.60	2.26	53	21.3	4.737142843	9.7276	2.083	13	4.481	4.232315605	365.9198	14.460278021	3023.6389346824
0.716	499.56	4.86	60	154.4	2.006901972	3.3900	3.406	46	4.685	4.523855731	365.2044	14.951259854	3342.2071876367
0.880	514.94	3.61	93	181.1	4.117333633	5.1136	4.787	16	3.628	3.002675185	434.4686	11.918570019	1693.0604187611
0.922	209.97	0.81	23	137.4	0.621141128	2.7000	1.864	39	4.599	2.263720178	156.1045	5.477804028	164.3688334743
0.536	629.13	1.18	72	188.9	3.080539672	3.6980	3.755	29	0.881	0.935607821	153.9369	5.662105125	181.5238880602
0.471	773.25	4.81	57	162.6	3.289674882	5.4937	1.475	22	2.036	2.26458764	90.8701	10.268630404	1082.7733751070
0.597	618.25	2.69	45	123.4	3.657674486	2.1683	4.660	35	1.326	0.263249521	408.4297	16.478809710	4474.8400483454
0.933	93.13	2.95	72	34.4	3.688752265	5.5439	3.322	10	4.116	0.331982242	367.2465	7.118228644	360.6748015393
0.972	768.50	1.55	39	67.5	3.707016473	5.8379	4.898	29	1.632	3.312455081	132.1215	7.677867208	452.6075451620
0.217	39.19	2.98	46	44.0	3.509101805	0.5269	3.247	6	1.901	3.630907575	128.5231	0.494222434	0.1207167031
0.918	347.08	4.31	81	184.3	1.659580603	4.3157	1.026	9	0.781	3.234125731	170.4678	16.926314501	4849.3911797131
0.786	654.21	1.80	59	46.4	1.285259426	5.5191	2.890	8	1.426	1.992439092	74.8446	11.699902639	1601.5730171430
0.971	167.47	1.08	72	61.3	0.510284092	7.2089	4.009	13	4.517	3.715618991	242.9783	16.629526803	4598.7486603573
0.989	547.47	1.55	22	72.4	1.342730809	9.7258	1.235	29	4.689	2.184094981	410.4840	13.081080266	2238.3646140708
0.271	211.30	4.85	65	79.1	4.578009152	8.2470	3.833	45	3.847	1.98331641	130.9077	12.174882236	1804.6554912642
0.415	387.71	1.02	34	115.2	4.143476654	8.1104	1.487	27	1.776	0.659132611	14.5042	19.158557115	7032.1543417867
0.413	143.13	2.88	20	121.2	2.479364823	7.1472	0.642	46	3.569	3.544400865	323.7650	11.597659517	1559.9513845474
0.617	211.67	1.35	75	159.1	3.200469381	2.7740	2.097	29	1.771	0.528573988	424.3499	11.775667790	1632.8888936881
0.678	225.75	2.19	55	110.6	2.790961715	9.5271	1.934	7	2.700	1.717667444	74.8146	14.608433243	3117.5320056575
0.872	538.40	0.75	90	121.3	2.009099921	4.2915	4.232	41	1.896	2.116062706	86.2403	6.593155886	286.6025382729
0.905	78.48	0.60	0	188.9	2.128600115	6.0737	3.936	6	4.971	4.405057465	103.7490	0.928004118	0.7991893912
0.382	352.68	1.85	2	17.2	3.298640396	3.8504	2.146	7	4.010	0.005607737	414.2434	14.503240338	3050.6692997511
0.195	215.07	1.20	79	87.7	1.561217322	3.3107	1.427	5	1.762	3.054978592	193.2528	2.402909729	13.8743411014
0.652	170.18	2.39	48	191.1	3.244365227	3.8795	4.378	41	0.659	3.250537234	342.1406	14.292218417	2919.4358297727
0.428	660.94	3.93	56	140.4	2.796206934	7.6570	3.606	6	2.891	0.912556696	36.5036	12.816228332	2105.1386668518
0.211	455.68	4.62	94	47.1	4.492588987	0.4400	2.412	24	1.136	1.801654422	196.2509	19.095480269	6962.9256412644
0.141	317.29	0.86	81	115.3	3.872459143	6.3174	2.568	31	3.612	0.975524411	400.6448	17.167752450	5059.8812797025
0.543	552.95	3.64	61	124.4	0.71156753	2.0199	2.635	12	1.726	0.552002688	329.2993	11.711282107	1606.2506921555
0.856	415.20	0.63	88	191.5	2.42392359	0.1976	2.767	14	2.090	3.77217951	171.0284	10.148322716	1045.1600667908
0.598	20.16	1.95	11	40.8	3.494117289	1.2549	1.737	5	1.256	0.998559421	81.0300	6.493489607	273.8006339140
0.998	628.08	1.72	57	57.8	4.816644901	5.3259	1.876	49	0.270	0.827611361	210.9877	18.707091400	6546.6451961552
0.498	343.23	0.69	83	198.8	3.314039914	8.3699	2.064	7	3.972	4.415742023	304.0873	4.268429076	77.7685871009
0.045	359.06	1.92	74	3.2	0.818382445	2.3449	3.456	18	0.627	0.408541955	345.8514	19.299267978	7188.2390179282
0.961	517.12	4.46	20	59.5	4.136523579	8.7500	4.743	5	4.297	0.190863444	445.6781	4.950974607	121.3590300495
0.395	600.91	1.49	37	114.1	2.9357958	3.9106	0.972	17	1.292	0.058187772	108.6730	15.770577906	3922.3182122080
0.123	648.97	2.51	88	108.8	0.453249921	6.1227	0.697	8	2.259	2.513152229	471.6112	8.153030464	541.9474726365
0.424	531.24	2.96	0	88.5	3.689495254	3.1527	1.377	25	1.549	0.706612632	490.5052	6.622961492	290.5070589892
0.923	785.71	2.09	3	15.1	3.168740054	4.8921	1.951	42	4.412	0.303188337	482.0437	7.767560378	468.6557106062
0.052	205.70	2.37	43	32.0	1.873264992	0.9387	0.924	44	1.395	1.842794702	388.1340	13.739756036	2593.8034542299
0.401	282.47	2.87	16	92.5	0.069224174	4.0689	3.836	25	1.455	4.040745579	406.5795	2.239825482	11.2367972235
0.540	13.08	4.97	78	8.1	4.642931229	6.8699	2.462	23	3.883	1.032125168	141.5893	4.503875375	91.3606318592
0.220	305.99	3.26	8	88.9	3.943499142	1.4120	1.202	44	1.153	3.970603581	282.7731	10.257107917	1079.1325055486
0.855	415.97	2.32	23	109.7	4.468220396	0.3438	1.063	17	0.449	2.238640368	44.3457	19.020535910	6881.2644372927
0.763	347.04	3.63	59	21.4	3.315564157	9.2531	3.475	8	3.438	0.928087011	72.7107	14.505391410	3052.0268961458
0.806	207.41	3.72	30	14.8	1.617720216	3.7945	1.898	10	3.235	1.046516743	121.9583	1.810149306	5.9312085419
0.355	34.26	3.11	49	155.3	4.775152056	5.3443	1.276	13	4.814	3.152706033	348.5731	7.496360724	421.2611702000
0.561	74.69	1.26	43	123.6	0.180234836	8.6123	0.308	25	4.390	2.512185641	83.5608	6.221585434	240.8259086499
0.662	489.84	4.68	18	18.4	3.657305558	2.1032	1.231	9	4.249	3.464283023	259.1693	19.991151478	7989.3864711529
0.652	673.15	3.61	21	171.9	0.315795098	6.8470	1.167	27	4.885	2.619915767	392.9551	14.903756175	3310.4513561682
0.546	479.64	3.29	97	28.5	4.195122049	6.9935	3.032	38	3.876	4.145817679	418.0715	2.605246385	17.6826115275
0.580	550.13	0.11	35	31.8	3.336886999	6.0511	2.530	25	0.868	0.836912753	78.8045	18.245323845	6073.7194666460
0.951	188.81	3.96	81	172.9	3.025012034	4.7839	1.665	14	3.210	1.237117877	330.6666	13.349476161	2378.9903063651
0.357	629.15	2.39	82	36.9	0.55629615	0.1917	2.069	27	2.705	2.336650607	426.4267	19.500857633	7415.8533881153
0.828	700.49	4.20	84	74.7	2.070818005	0.8267	0.124	19	1.066	1.825825432	298.4090	8.252337020	561.9929505081
0.473	433.68	1.30	83	51.1	4.473316364	8.5160	3.296	29	2.609	3.899050146	126.3937	7.092654153	356.8012365538
0.551	161.59	0.83	21	173.0	2.466558406	0.5939	0.608	50	1.979	0.100303723	11.1940	16.591071596	4566.9190362722
0.072	308.37	2.94	60	155.0	0.219448503	4.5865	4.209	23	0.041	1.992838298	316.9142	16.543797769	4527.9918652761
0.270	704.43	1.81	51	167.8	3.516951941	0.0068	3.335	49	1.360	3.591726222	196.2388	18.506872448	6338.6839076281
0.596	560.44	2.53	50	10.6	1.59552132	3.3736	4.938	25	2.119	3.295003636	295.8397	8.246486399	560.7984970135
0.739	217.46	3.43	90	110.2	0.623918732	5.8699	0.364	26	0.468	2.105750155	126.0390	10.593848036	1188.9434992928
0.388	220.45	4.53	1	30.5	2.310801449	2.1606	0.746	32	1.135	3.226452888	380.8550	4.842523532	113.5573422183
