TrueSize	FrontLength	WorstCover	BestCover	AccBound	CovBound	CovMaxPhenFreq	CovMaxStateFreq	CovMinPhenFreq	CovMinStateFreq	Acc_CovRatio	Cov_AccRatio	Length_SS	FrontDiff	Diff_SS	BayesMaxCov	BayesMin	BayMax__BestCov	BestCov_BayMax	WorstCov_BayesMin	BayDiff_SS	phenotype
720	11	8	20	0.4	0.5	0.5	0.111493056	0.5	0.019238642	0.8	1.25	0.015277778	12	0.016666667	40.1375	6.925911242	20.1375	0.498287138	1.155082663	0.02796875	0
1440	15	12.5	35.5	0.352112676	0.518248175	0.5	0.105050637	0.5	0.008775969	0.679428685	1.471824818	0.010416667	23	0.015972222	75.63645833	6.318697917	40.13645833	0.469350374	1.978255673	0.027872541	0
1440	13	12	34.5	0.347826087	0.482517483	0.5	0.103568673	0.5	0.010372105	0.720856963	1.387237762	0.009027778	22.5	0.015625	74.56944444	7.467915702	40.06944444	0.462655988	1.606874057	0.027826003	0
180	5	5.5	10	0.55	0.625	0.5	0.166736111	0.5	0.05943803	0.88	1.136363636	0.027777778	4.5	0.025	15.00625	5.349422725	5.00625	0.666389005	1.028148322	0.0278125	0
720	8	8.5	18	0.472222222	0.545454545	0.5	0.105486111	0.5	0.016527778	0.865740741	1.155080214	0.011111111	9.5	0.013194444	37.975	5.95	19.975	0.47399605	1.428571429	0.027743056	0
1440	12	8	24.5	0.326530612	0.418803419	0.5	0.089428785	0.5	0.007770644	0.779675135	1.28258547	0.008333333	16.5	0.011458333	64.38872492	5.594863382	39.88872492	0.3805014	1.429882993	0.027700503	0
180	3	7	9.5	0.736842105	0.655172414	0.5	0.160951989	0.5	0.073599113	1.12465374	0.889162562	0.016666667	2.5	0.013888889	14.48567901	6.623920139	4.985679012	0.655820137	1.056776026	0.027698217	0
180	5	6.5	9.5	0.684210526	0.612903226	0.5	0.160926783	0.5	0.079429355	1.11634349	0.895781638	0.027777778	3	0.016666667	14.48341049	7.148641975	4.983410494	0.655922858	0.909263609	0.027685614	0
180	3	7	9	0.777777778	0.6	0.5	0.155308642	0.5	0.078720165	1.296296296	0.771428571	0.016666667	2	0.011111111	13.97777778	7.084814815	4.977777778	0.643879173	0.988028648	0.027654321	0
180	3	8.5	12	0.708333333	0.75	0.5	0.188539095	0.5	0.093333333	0.944444444	1.058823529	0.016666667	3.5	0.019444444	16.96851852	8.4	4.968518519	0.707191968	1.011904762	0.027602881	0
720	10	10	21.5	0.465116279	0.518072289	0.5	0.11484375	0.5	0.024449851	0.897782585	1.113855422	0.013888889	11.5	0.015972222	41.34375	8.801946226	19.84375	0.520030234	1.136112371	0.027560764	0
180	6	6	10	0.6	0.625	0.5	0.166101509	0.5	0.080779321	0.96	1.041666667	0.033333333	4	0.022222222	14.9491358	7.270138889	4.949135802	0.668934989	0.825293724	0.027495199	0
1440	10	10.5	31.5	0.333333333	0.488372093	0.5	0.098734568	0.5	0.018442805	0.682539683	1.465116279	0.006944444	21	0.014583333	71.08888889	13.27881944	39.58888889	0.443107221	0.790732945	0.027492284	0
180	4	9	14.5	0.620689655	0.828571429	0.5	0.216049383	0.5	0.116426612	0.749108205	1.334920635	0.022222222	5.5	0.030555556	19.44444444	10.47839506	4.944444444	0.745714286	0.858910162	0.027469136	0
1440	15	7.5	32	0.234375	0.450704225	0.5	0.099341725	0.5	0.009743312	0.520019531	1.923004695	0.010416667	24.5	0.017013889	71.52604167	7.015184366	39.52604167	0.4473895	1.069109464	0.02744864	0
1440	15	9.5	40.5	0.234567901	0.522580645	0.5	0.111099055	0.5	0.017392821	0.448864502	2.227843803	0.010416667	31	0.021527778	79.99131944	12.52283085	39.49131944	0.506304938	0.758614415	0.027424527	0
900	7	7.5	24	0.3125	0.48	0.5	0.108121128	0.5	0.020861775	0.651041667	1.536	0.007777778	16.5	0.018333333	48.65450765	9.387798933	24.65450765	0.493273926	0.798909313	0.027393897	0
180	3	7.5	10	0.75	0.555555556	0.5	0.165873495	0.5	0.104183813	1.35	0.740740741	0.016666667	2.5	0.013888889	14.92861454	9.37654321	4.92861454	0.669854525	0.799868334	0.027381192	0
1440	16	9	34	0.264705882	0.5	0.5	0.101979167	0.5	0.014822555	0.529411765	1.888888889	0.011111111	25	0.017361111	73.425	10.67223958	39.425	0.463057542	0.843309404	0.027378472	0
180	7	7	12.5	0.56	0.609756098	0.5	0.193558642	0.5	0.052060014	0.9184	1.088850174	0.038888889	5.5	0.030555556	17.42027778	4.685401235	4.920277778	0.717554574	1.494002253	0.027334877	0
180	3	6	9	0.666666667	0.473684211	0.5	0.15465376	0.5	0.051983882	1.407407407	0.710526316	0.016666667	3	0.016666667	13.91883841	4.678549383	4.918838409	0.646605682	1.282448791	0.02732688	0
360	3	13	17	0.764705882	0.772727273	0.5	0.14907581	0.5	0.087263889	0.989619377	1.01048951	0.008333333	4	0.011111111	26.83364583	15.7075	9.833645833	0.633532995	0.827630113	0.027315683	0
1440	8	15	41.5	0.361445783	0.56462585	0.5	0.112228009	0.5	0.018092091	0.640150965	1.562131519	0.005555556	26.5	0.018402778	80.80416667	13.02630571	39.30416667	0.513587377	1.151516043	0.02729456	0
1440	11	9	31.5	0.285714286	0.496062992	0.5	0.098311547	0.5	0.01441743	0.575963719	1.736220472	0.007638889	22.5	0.015625	70.78431351	10.38054977	39.28431351	0.445013852	0.867006103	0.027280773	0
720	7	6.5	17	0.382352941	0.485714286	0.5	0.10171875	0.5	0.023212439	0.787197232	1.27032967	0.009722222	10.5	0.014583333	36.61875	8.356477865	19.61875	0.464243045	0.777839672	0.027248264	0
720	10	8	19.5	0.41025641	0.582089552	0.5	0.108641975	0.5	0.016296296	0.704799474	1.418843284	0.013888889	11.5	0.015972222	39.11111111	5.866666667	19.61111111	0.498579545	1.363636364	0.027237654	0
1440	15	10.5	38	0.276315789	0.520547945	0.5	0.106975791	0.5	0.01096378	0.530817175	1.883887802	0.010416667	27.5	0.019097222	77.02256944	7.893921903	39.02256944	0.493361884	1.330137304	0.027099007	0
1440	16	14	33	0.424242424	0.47826087	0.5	0.100014468	0.5	0.010778142	0.887052342	1.127329193	0.011111111	19	0.013194444	72.01041667	7.760262346	39.01041667	0.458267033	1.804062721	0.027090567	0
360	2	13.5	18	0.75	0.75	0.5	0.154155548	0.5	0.087354811	1	1	0.005555556	4.5	0.0125	27.74799865	15.7238659	9.74799865	0.648695433	0.858567485	0.027077774	0
180	4	6.5	9	0.722222222	0.75	0.5	0.154073428	0.5	0.035456053	0.962962963	1.038461538	0.022222222	2.5	0.013888889	13.86660854	3.191044738	4.866608539	0.649041182	2.036950445	0.027036714	0
1440	12	12.5	41	0.304878049	0.577464789	0.5	0.11101659	0.5	0.013578131	0.527959548	1.894084507	0.008333333	28.5	0.019791667	79.93194444	9.776254123	38.93194444	0.512936352	1.278608334	0.027036073	0
1440	11	16	40	0.4	0.563380282	0.5	0.109618056	0.5	0.021205164	0.71	1.408450704	0.007638889	24	0.016666667	78.925	15.26771833	38.925	0.506810263	1.047962744	0.02703125	0
1440	8	13.5	33	0.409090909	0.5	0.5	0.099826389	0.5	0.022135417	0.818181818	1.222222222	0.005555556	19.5	0.013541667	71.875	15.9375	38.875	0.459130435	0.847058824	0.026996528	0
360	6	7	10	0.7	0.555555556	0.5	0.109515432	0.5	0.026409582	1.26	0.793650794	0.016666667	3	0.008333333	19.71277778	4.753724845	9.712777778	0.507285179	1.472529486	0.026979938	0
1440	14	8.5	39	0.217948718	0.527027027	0.5	0.108119213	0.5	0.017367369	0.413543721	2.418124006	0.009722222	30.5	0.021180556	77.84583333	12.50450602	38.84583333	0.500990205	0.679754961	0.026976273	0
360	3	13.5	17.5	0.771428571	0.744680851	0.5	0.15113307	0.5	0.085965599	1.035918367	0.965327029	0.008333333	4	0.011111111	27.20395255	15.47380787	9.703952546	0.643288874	0.872442007	0.026955424	0
180	3	7	13.5	0.518518519	0.870967742	0.5	0.203835391	0.5	0.09738802	0.595336077	1.679723502	0.016666667	6.5	0.036111111	18.34518519	8.764921811	4.845185185	0.735887911	0.798638043	0.026917695	0
180	6	7	11.5	0.608695652	0.621621622	0.5	0.181574074	0.5	0.074378121	0.979206049	1.021235521	0.033333333	4.5	0.025	16.34166667	6.694030864	4.841666667	0.703722591	1.045707757	0.026898148	0
720	7	9.5	20.5	0.463414634	0.561643836	0.5	0.110733025	0.5	0.017557134	0.825104105	1.211968277	0.009722222	11	0.015277778	39.86388889	6.320568287	19.36388889	0.514249878	1.503029406	0.02689429	0
1440	20	10	38	0.263157895	0.513513514	0.5	0.106521991	0.5	0.014255777	0.512465374	1.951351351	0.013888889	28	0.019444444	76.69583333	10.26415933	38.69583333	0.495463682	0.97426391	0.026872106	0
180	5	7.5	10.5	0.714285714	0.512195122	0.5	0.170389956	0.5	0.077172382	1.394557823	0.717073171	0.027777778	3	0.016666667	15.33509602	6.945514403	4.835096022	0.684703897	1.079833626	0.026861645	0
360	8	7	13	0.538461538	0.382352941	0.5	0.125925926	0.5	0.038841202	1.408284024	0.710084034	0.022222222	6	0.016666667	22.66666667	6.991416345	9.666666667	0.573529412	1.001227742	0.026851852	0
720	5	9	18.5	0.486486486	0.569230769	0.5	0.105067515	0.5	0.023399305	0.854638422	1.17008547	0.006944444	9.5	0.013194444	37.82430556	8.423749726	19.32430556	0.489103494	1.06840781	0.026839313	0
180	3	10	15	0.666666667	0.882352941	0.5	0.220339506	0.5	0.130979595	0.755555556	1.323529412	0.016666667	5	0.027777778	19.83055556	11.78816358	4.830555556	0.756408461	0.848308554	0.02683642	0
1440	18	9.5	37.5	0.253333333	0.503355705	0.5	0.105749421	0.5	0.010580739	0.503288889	1.986930413	0.0125	28	0.019444444	76.13958333	7.618132008	38.63958333	0.492516486	1.24702486	0.026833044	0
1440	13	9.5	38.5	0.246753247	0.516778523	0.5	0.107105711	0.5	0.010180931	0.477483555	2.094312964	0.009027778	29	0.020138889	77.11611159	7.330270202	38.61611159	0.499247164	1.295995883	0.026816744	0
180	4	6	7.5	0.8	0.6	0.5	0.136944444	0.5	0.071515432	1.333333333	0.75	0.022222222	1.5	0.008333333	12.325	6.436388889	4.825	0.60851927	0.932199732	0.026805556	0
180	3	8.5	11.5	0.739130435	0.741935484	0.5	0.18137037	0.5	0.091666667	0.996219282	1.003795066	0.016666667	3	0.016666667	16.32333333	8.25	4.823333333	0.704512967	1.03030303	0.026796296	0
180	6	6	11.5	0.52173913	0.534883721	0.5	0.181352173	0.5	0.050633573	0.975425331	1.025193798	0.033333333	5.5	0.030555556	16.3216956	4.557021605	4.821695602	0.704583658	1.316649452	0.026787198	0
1440	20	9	37.5	0.24	0.524475524	0.5	0.105645833	0.5	0.015373461	0.4576	2.185314685	0.013888889	28.5	0.019791667	76.065	11.06889178	38.565	0.492999408	0.813089528	0.02678125	0
180	2	7.5	9.5	0.789473684	0.575757576	0.5	0.159095165	0.5	0.071592824	1.371191136	0.729292929	0.011111111	2	0.011111111	14.31856481	6.443354167	4.818564815	0.663474316	1.163990028	0.026769805	0
360	5	11.5	20.5	0.56097561	0.745454545	0.5	0.167406207	0.5	0.066491962	0.752528257	1.328853755	0.013888889	9	0.025	30.13311728	11.96855324	9.633117284	0.680314612	0.960851305	0.026758659	0
180	3	8	10.5	0.761904762	0.512195122	0.5	0.170175379	0.5	0.079567044	1.487528345	0.672256098	0.016666667	2.5	0.013888889	15.3157841	7.161033951	4.815784101	0.685567251	1.117157111	0.026754356	0
1440	12	14	32	0.4375	0.5	0.5	0.097838542	0.5	0.011281274	0.875	1.142857143	0.008333333	18	0.0125	70.44375	8.122517361	38.44375	0.454263153	1.72360358	0.026697049	0
180	2	7	9.5	0.736842105	0.76	0.5	0.158945473	0.5	0.080355767	0.969529086	1.031428571	0.011111111	2.5	0.013888889	14.30509259	7.232019033	4.805092593	0.664099162	0.967917807	0.026694959	0
1440	11	13.5	34	0.397058824	0.492753623	0.5	0.100543981	0.5	0.008450688	0.805795848	1.241009125	0.007638889	20.5	0.014236111	72.39166667	6.084495081	38.39166667	0.469667319	2.218754362	0.02666088	0
180	5	7.5	11	0.681818182	0.647058824	0.5	0.175540123	0.5	0.09688666	1.053719008	0.949019608	0.027777778	3.5	0.019444444	15.79861111	8.719799383	4.798611111	0.696263736	0.860111531	0.026658951	0
180	4	7	9	0.777777778	0.5625	0.5	0.153287037	0.5	0.080269444	1.382716049	0.723214286	0.022222222	2	0.011111111	13.79583333	7.22425	4.795833333	0.652370885	0.968958715	0.026643519	0
180	2	8	10	0.8	0.588235294	0.5	0.164351852	0.5	0.115447817	1.36	0.735294118	0.011111111	2	0.011111111	14.79166667	10.3903035	4.791666667	0.676056338	0.769948635	0.02662037	0
180	5	5.5	9.5	0.578947368	0.612903226	0.5	0.158796296	0.5	0.049991427	0.944598338	1.058651026	0.027777778	4	0.022222222	14.29166667	4.499228395	4.791666667	0.664723032	1.22243183	0.02662037	0
180	2	8	11	0.727272727	0.611111111	0.5	0.175432099	0.5	0.079919067	1.190082645	0.840277778	0.011111111	3	0.016666667	15.78888889	7.192716049	4.788888889	0.69669247	1.112236316	0.026604938	0
1440	11	10	25.5	0.392156863	0.421487603	0.5	0.088606979	0.5	0.009289863	0.93041138	1.074793388	0.007638889	15.5	0.010763889	63.79702474	6.688701407	38.29702474	0.39970516	1.495058516	0.026595156	0
180	4	6	8	0.75	0.533333333	0.5	0.142063786	0.5	0.057917301	1.40625	0.711111111	0.022222222	2	0.011111111	12.78574074	5.212557082	4.785740741	0.625697029	1.151066531	0.026587449	0
180	3	7.5	11	0.681818182	0.611111111	0.5	0.175386831	0.5	0.065643385	1.115702479	0.896296296	0.016666667	3.5	0.019444444	15.78481481	5.907904664	4.784814815	0.696872287	1.269485617	0.026582305	0
180	3	7.5	10.5	0.714285714	0.6	0.5	0.169753086	0.5	0.115027778	1.19047619	0.84	0.016666667	3	0.016666667	15.27777778	10.3525	4.777777778	0.687272727	0.72446269	0.02654321	0
1440	8	11.5	40.5	0.283950617	0.582733813	0.5	0.109230324	0.5	0.017589694	0.487273282	2.052236472	0.005555556	29	0.020138889	78.64583333	12.66457991	38.14583333	0.514966887	0.908044331	0.026490162	0
1440	11	12	39	0.307692308	0.565217391	0.5	0.107109375	0.5	0.01363777	0.544378698	1.836956522	0.007638889	27	0.01875	77.11875	9.819194314	38.11875	0.505713591	1.222096194	0.026471354	0
180	5	8.5	11	0.772727273	0.647058824	0.5	0.175080041	0.5	0.063506637	1.194214876	0.837370242	0.027777778	2.5	0.013888889	15.7572037	5.715597317	4.757203704	0.698093406	1.487158652	0.026428909	0
1440	16	9	41	0.219512195	0.532467532	0.5	0.109722222	0.5	0.012886216	0.41225461	2.425685426	0.011111111	32	0.022222222	79	9.278075553	38	0.518987342	0.970028747	0.026388889	0
360	5	8	16.5	0.484848485	0.507692308	0.5	0.144427083	0.5	0.038705416	0.955004591	1.047115385	0.013888889	8.5	0.023611111	25.996875	6.966974826	9.496875	0.63469167	1.148274567	0.026380208	0
1440	9	13	39.5	0.329113924	0.568345324	0.5	0.107602238	0.5	0.017729511	0.579073866	1.726895407	0.00625	26.5	0.018402778	77.47361111	12.7652482	37.97361111	0.509851025	1.018389913	0.026370563	0
180	3	8	10.5	0.761904762	0.6	0.5	0.169394079	0.5	0.085187894	1.26984127	0.7875	0.016666667	2.5	0.013888889	15.24546708	7.666910494	4.745467078	0.688729309	1.043445076	0.026363706	0
720	10	8	20.5	0.390243902	0.50617284	0.5	0.109618056	0.5	0.022285128	0.770969661	1.297067901	0.013888889	12.5	0.017361111	39.4625	8.022646066	18.9625	0.519480519	0.997177232	0.026336806	0
360	7	7	13	0.538461538	0.5	0.5	0.124890463	0.5	0.051095404	1.076923077	0.928571429	0.019444444	6	0.016666667	22.48028335	9.197172711	9.48028335	0.578284526	0.761103463	0.02633412	0
180	4	7.5	10.5	0.714285714	0.636363636	0.5	0.169300412	0.5	0.072422954	1.12244898	0.890909091	0.022222222	3	0.016666667	15.23703704	6.518065844	4.737037037	0.689110355	1.150648088	0.026316872	0
1440	7	13	34.5	0.376811594	0.526717557	0.5	0.100497685	0.5	0.021333471	0.715395925	1.397827363	0.004861111	21.5	0.014930556	72.35833333	15.36009934	37.85833333	0.476793735	0.846348693	0.026290509	0
180	4	6.5	12	0.541666667	0.545454545	0.5	0.185904444	0.5	0.049571266	0.993055556	1.006993007	0.022222222	5.5	0.030555556	16.7314	4.461413942	4.7314	0.71721434	1.456937214	0.026285556	0
180	3	8	10.5	0.761904762	0.636363636	0.5	0.169236283	0.5	0.07871985	1.197278912	0.835227273	0.016666667	2.5	0.013888889	15.23126543	7.084786523	4.731265432	0.68937148	1.129180106	0.026284808	0
1440	10	12	39.5	0.303797468	0.560283688	0.5	0.107368827	0.5	0.014444863	0.542220798	1.844267139	0.006944444	27.5	0.019097222	77.30555556	10.40030132	37.80555556	0.510959396	1.153812724	0.026253858	0
360	2	13	17.5	0.742857143	0.744680851	0.5	0.149686574	0.5	0.085733796	0.99755102	1.002454992	0.005555556	4.5	0.0125	26.94358333	15.43208333	9.443583333	0.649505293	0.842400842	0.026232176	0
720	9	6.5	17.5	0.371428571	0.479452055	0.5	0.10103588	0.5	0.018429186	0.774693878	1.290832455	0.0125	11	0.015277778	36.37291667	6.634507097	18.87291667	0.481127212	0.979726136	0.026212384	0
180	2	7.5	10	0.75	0.909090909	0.5	0.163493827	0.5	0.115353978	0.825	1.212121212	0.011111111	2.5	0.013888889	14.71444444	10.38185802	4.714444444	0.679604319	0.72241404	0.026191358	0
1440	9	9	24.5	0.367346939	0.441441441	0.5	0.086356237	0.5	0.010092338	0.832153269	1.201701702	0.00625	15.5	0.010763889	62.17649083	7.26648341	37.67649083	0.394039607	1.238563345	0.02616423	0
180	3	6.5	8.5	0.764705882	0.548387097	0.5	0.146702675	0.5	0.072004418	1.394463668	0.717121588	0.016666667	2	0.011111111	13.20324074	6.480397634	4.703240741	0.643781339	1.003024871	0.026129115	0
180	4	8	12.5	0.64	0.806451613	0.5	0.191115043	0.5	0.108891129	0.7936	1.260080645	0.022222222	4.5	0.025	17.20035391	9.800201646	4.70035391	0.726729233	0.816309734	0.026113077	0
180	4	9	12	0.75	0.705882353	0.5	0.185514403	0.5	0.086477366	1.0625	0.941176471	0.022222222	3	0.016666667	16.6962963	7.782962963	4.696296296	0.718722272	1.156371943	0.026090535	0
180	4	7.5	11.5	0.652173913	0.657142857	0.5	0.179938272	0.5	0.078095431	0.992438563	1.007619048	0.022222222	4	0.022222222	16.19444444	7.02858882	4.694444444	0.710120069	1.06707053	0.026080247	0
360	6	9.5	16.5	0.575757576	0.673469388	0.5	0.143803052	0.5	0.044957721	0.854912764	1.169709989	0.016666667	7	0.019444444	25.88454932	8.092389789	9.384549318	0.637445906	1.173942463	0.026068193	0
1440	8	14	39.5	0.35443038	0.552447552	0.5	0.106981578	0.5	0.021308926	0.641563852	1.558691309	0.005555556	25.5	0.017708333	77.02673611	15.34242651	37.52673611	0.512808954	0.912502334	0.026060233	0
720	7	8.5	20	0.425	0.606060606	0.5	0.107654321	0.5	0.034821521	0.70125	1.426024955	0.009722222	11.5	0.015972222	38.75555556	12.5357476	18.75555556	0.516055046	0.678060876	0.026049383	0
360	5	8	13.5	0.592592593	0.627906977	0.5	0.127083333	0.5	0.046949349	0.943758573	1.059593023	0.013888889	5.5	0.015277778	22.875	8.450882776	9.375	0.590163934	0.946646665	0.026041667	0
720	7	7.5	16.5	0.454545455	0.452054795	0.5	0.097763021	0.5	0.017124334	1.005509642	0.994520548	0.009722222	9	0.0125	35.1946875	6.164760159	18.6946875	0.468820756	1.216592342	0.025964844	0
720	7	8.5	18	0.472222222	0.545454545	0.5	0.101888503	0.5	0.032201012	0.865740741	1.155080214	0.009722222	9.5	0.013194444	36.67986111	11.59236444	18.67986111	0.490732502	0.733241268	0.025944252	0
1440	13	9.5	35.5	0.267605634	0.541984733	0.5	0.101102526	0.5	0.014704185	0.49375124	2.02531137	0.009027778	26	0.018055556	72.79381872	10.58701331	37.29381872	0.48767877	0.897325782	0.025898485	0
720	9	9	20	0.45	0.588235294	0.5	0.107303241	0.5	0.017638889	0.765	1.307189542	0.0125	11	0.015277778	38.62916667	6.35	18.62916667	0.517743501	1.417322835	0.025873843	0
180	4	5	8	0.625	0.666666667	0.5	0.140596616	0.5	0.035649468	0.9375	1.066666667	0.022222222	3	0.016666667	12.65369547	3.20845216	4.653695473	0.632226373	1.558383841	0.025853864	0
1440	13	10.5	38	0.276315789	0.535211268	0.5	0.104484954	0.5	0.010778236	0.516274238	1.936955064	0.009027778	27.5	0.019097222	75.22916667	7.7603297	37.22916667	0.505123235	1.353035297	0.025853588	0
1440	12	11.5	38.5	0.298701299	0.546099291	0.5	0.105107976	0.5	0.02126804	0.546972508	1.828245452	0.008333333	27	0.01875	75.67774306	15.31298865	37.17774306	0.508736102	0.750996442	0.025817877	0
180	3	6	8	0.75	0.727272727	0.5	0.140509431	0.5	0.077280187	1.03125	0.96969697	0.016666667	2	0.011111111	12.64584877	6.955216821	4.645848765	0.632618668	0.86266182	0.025810271	0
180	3	7.5	12.5	0.6	0.806451613	0.5	0.190507545	0.5	0.085728395	0.744	1.344086022	0.016666667	5	0.027777778	17.14567901	7.715555556	4.645679012	0.729046659	0.972062212	0.025809328	0
180	5	7	11	0.636363636	0.578947368	0.5	0.173825463	0.5	0.075080168	1.099173554	0.909774436	0.027777778	4	0.022222222	15.64429167	6.757215123	4.644291667	0.703131867	1.035929724	0.02580162	0
180	3	6	8.5	0.705882353	0.548387097	0.5	0.145987654	0.5	0.061639232	1.287197232	0.77688172	0.016666667	2.5	0.013888889	13.13888889	5.547530864	4.638888889	0.646934461	1.081562257	0.025771605	0
360	7	8	17.5	0.457142857	0.614035088	0.5	0.148745506	0.5	0.036469632	0.744489796	1.343201754	0.019444444	9.5	0.026388889	26.77419115	6.564533829	9.274191154	0.653614516	1.218669933	0.025761642	0
180	3	7.5	13.5	0.555555556	0.818181818	0.5	0.2015016	0.5	0.072602103	0.679012346	1.472727273	0.016666667	6	0.033333333	18.13514403	6.5341893	4.635144033	0.744410961	1.147808803	0.0257508	0
1440	14	7.5	42	0.178571429	0.56	0.5	0.109724633	0.5	0.016656161	0.318877551	3.136	0.009722222	34.5	0.023958333	79.00173611	11.99243598	37.00173611	0.531633886	0.625394208	0.02569565	0
360	5	8.5	14	0.607142857	0.636363636	0.5	0.129166667	0.5	0.048647688	0.954081633	1.048128342	0.013888889	5.5	0.015277778	23.25	8.756583841	9.25	0.602150538	0.97069818	0.025694444	0
720	8	9.5	21	0.452380952	0.525	0.5	0.1096875	0.5	0.020524816	0.861678005	1.160526316	0.011111111	11.5	0.015972222	39.4875	7.388933716	18.4875	0.531813865	1.285706486	0.025677083	0
360	6	7	13.5	0.518518519	0.509433962	0.5	0.126352881	0.5	0.034720936	1.017832647	0.982479784	0.016666667	6.5	0.018055556	22.74351852	6.249768519	9.243518518	0.593575703	1.120041483	0.02567644	0
1440	12	12	37	0.324324324	0.521126761	0.5	0.102667824	0.5	0.016619707	0.622352082	1.606807512	0.008333333	25	0.017361111	73.92083333	11.96618914	36.92083333	0.500535483	1.002825533	0.025639468	0
180	5	6	9	0.666666667	0.5625	0.5	0.151229579	0.5	0.092914771	1.185185185	0.84375	0.027777778	3	0.016666667	13.61066211	8.36232939	4.610662108	0.661246303	0.717503428	0.025614789	0
1440	8	12	32.5	0.369230769	0.537190083	0.5	0.096346451	0.5	0.020662368	0.687337278	1.454889807	0.005555556	20.5	0.014236111	69.36944444	14.8769049	36.86944444	0.468505986	0.806619393	0.025603781	0
1440	9	11.5	35.5	0.323943662	0.550387597	0.5	0.100462963	0.5	0.018812468	0.588573696	1.699022582	0.00625	24	0.016666667	72.33333333	13.54497685	36.83333333	0.49078341	0.84902323	0.025578704	0
360	9	8	15.5	0.516129032	0.492063492	0.5	0.137188336	0.5	0.039088855	1.048907388	0.953373016	0.025	7.5	0.020833333	24.69390046	7.035993827	9.193900463	0.627685368	1.137010662	0.025538612	0
360	5	6.5	9.5	0.684210526	0.542857143	0.5	0.1038125	0.5	0.026335493	1.260387812	0.793406593	0.013888889	3	0.008333333	18.68625	4.740388746	9.18625	0.50839521	1.37119556	0.025517361	0
180	4	7	10	0.7	0.588235294	0.5	0.16212963	0.5	0.079735921	1.19	0.840336134	0.022222222	3	0.016666667	14.59166667	7.176232928	4.591666667	0.685322673	0.975442139	0.025509259	0
180	2	8	8.5	0.941176471	0.62962963	0.5	0.145444444	0.5	0.088882716	1.494809689	0.668981481	0.011111111	0.5	0.002777778	13.09	7.999444444	4.59	0.649350649	1.000069449	0.0255	0
360	6	7	14	0.5	0.56	0.5	0.128738426	0.5	0.047973656	0.892857143	1.12	0.016666667	7	0.019444444	23.17291667	8.635258102	9.172916667	0.604153556	0.810630084	0.025480324	0
180	4	6.5	8.5	0.764705882	0.68	0.5	0.14538323	0.5	0.102472222	1.124567474	0.889230769	0.022222222	2	0.011111111	13.08449074	9.2225	4.584490741	0.64962406	0.704798048	0.025469393	0
720	8	9	22.5	0.4	0.616438356	0.5	0.113412423	0.5	0.027256458	0.648888889	1.54109589	0.011111111	13.5	0.01875	40.82847222	9.812325055	18.32847222	0.551086014	0.917213805	0.025456211	0
180	3	8.5	12.5	0.68	0.757575758	0.5	0.189777778	0.5	0.079952675	0.8976	1.114081996	0.016666667	4	0.022222222	17.08	7.195740741	4.58	0.731850117	1.181254343	0.025444444	0
180	2	8	10.5	0.761904762	0.777777778	0.5	0.167462277	0.5	0.096290809	0.979591837	1.020833333	0.011111111	2.5	0.013888889	15.07160494	8.66617284	4.571604938	0.696674312	0.923129523	0.025397805	0
360	5	8	13.5	0.592592593	0.658536585	0.5	0.125794753	0.5	0.047219988	0.899862826	1.111280488	0.013888889	5.5	0.015277778	22.64305556	8.499597772	9.143055555	0.596209287	0.94122101	0.025397377	0
180	3	10.5	15	0.7	0.882352941	0.5	0.217283951	0.5	0.07808642	0.793333333	1.260504202	0.016666667	4.5	0.025	19.55555556	7.027777778	4.555555556	0.767045455	1.494071146	0.025308642	0
720	6	6.5	15.5	0.419354839	0.462686567	0.5	0.0936583	0.5	0.025173611	0.906347555	1.103329506	0.008333333	9	0.0125	33.71698785	9.0625	18.21698785	0.459708918	0.717241379	0.025301372	0
1440	18	8.5	37	0.22972973	0.528571429	0.5	0.101846577	0.5	0.013601828	0.434623813	2.300840336	0.0125	28.5	0.019791667	73.32953559	9.793315972	36.32953559	0.504571585	0.867938911	0.025228844	0
1440	16	10.5	39.5	0.265822785	0.530201342	0.5	0.105143229	0.5	0.010228124	0.501361961	1.994566954	0.011111111	29	0.020138889	75.703125	7.364249011	36.203125	0.521775026	1.4258073	0.025141059	0
180	3	7.5	10	0.75	0.769230769	0.5	0.161370428	0.5	0.092515432	0.975	1.025641026	0.016666667	2.5	0.013888889	14.52333848	8.326388889	4.523338477	0.688546922	0.900750626	0.025129658	0
180	5	7.5	11.5	0.652173913	0.621621622	0.5	0.178033349	0.5	0.06322207	1.049149338	0.953153153	0.027777778	4	0.022222222	16.02300137	5.689986283	4.523001372	0.717718219	1.318105111	0.025127785	0
180	4	8	10.5	0.761904762	0.6	0.5	0.166880658	0.5	0.065779681	1.26984127	0.7875	0.022222222	2.5	0.013888889	15.01925926	5.920171296	4.519259259	0.699102387	1.351312251	0.025106996	0
180	4	8.5	12	0.708333333	0.631578947	0.5	0.183521948	0.5	0.076467478	1.121527778	0.891640867	0.022222222	3.5	0.019444444	16.51697531	6.882073045	4.516975309	0.726525273	1.235092965	0.025094307	0
180	3	9	11	0.818181818	0.785714286	0.5	0.172263374	0.5	0.091481481	1.041322314	0.96031746	0.016666667	2	0.011111111	15.5037037	8.233333333	4.503703704	0.709507883	1.093117409	0.025020576	0
